id;user_id;session_id;created_at;category;module;action;entity_type;entity_id;entity_name;value_amount;value_currency;duration_ms;sequence_position;context;source_url;referrer_url;device_type;related_user_ids;related_entity_ids;embedding_processed;embedding_version
97fd16b7-165c-43af-9251-ea653a76e9e6;b8c5a162-5141-422e-9924-dc0e8c333790;b8f0d32a-f98c-4deb-863e-19813dda5947;2025-12-07 09:54:35.584923+00;navigation;ecosystem;page_viewed;page;;/ecosystem/white-label;;USD;8764;;"{""current_route"":""/ecosystem/white-label"",""previous_route"":""/ecosystem/app-store""}";/ecosystem/white-label;https://9eb4fb51-331f-4c3e-bbd2-12bd5e26ea30.lovableproject.com/dashboard;desktop;;;false;
5d756ce2-4072-4195-b10b-09e6ad929896;b8c5a162-5141-422e-9924-dc0e8c333790;c7a2d547-cb4a-42cf-83a5-54e9ad1239c9;2025-12-07 09:55:11.505047+00;navigation;dashboard;page_viewed;page;;/dashboard;;USD;945;;"{""current_route"":""/dashboard"",""previous_route"":""/auth""}";/dashboard;;mobile;;;false;
defed9a4-9b98-4db4-9b97-e47264202d69;b8c5a162-5141-422e-9924-dc0e8c333790;c7a2d547-cb4a-42cf-83a5-54e9ad1239c9;2025-12-07 09:55:54.828148+00;navigation;workflows;page_viewed;page;;/workflows;;USD;43358;;"{""current_route"":""/workflows"",""previous_route"":""/dashboard""}";/workflows;;mobile;;;false;
6a2f6bd5-4226-4e08-922d-08a8a92081ef;b8c5a162-5141-422e-9924-dc0e8c333790;b8f0d32a-f98c-4deb-863e-19813dda5947;2025-12-07 09:56:13.8318+00;navigation;dashboard;page_viewed;page;;/dashboard;;USD;97848;;"{""current_route"":""/dashboard"",""previous_route"":""/ecosystem/white-label""}";/dashboard;https://9eb4fb51-331f-4c3e-bbd2-12bd5e26ea30.lovableproject.com/dashboard;desktop;;;false;
acc169cf-f1b6-4b24-a4d6-5080a6518e17;b8c5a162-5141-422e-9924-dc0e8c333790;b8f0d32a-f98c-4deb-863e-19813dda5947;2025-12-07 09:56:34.188242+00;navigation;tasks;page_viewed;page;;/tasks;;USD;20997;;"{""current_route"":""/tasks"",""previous_route"":""/dashboard""}";/tasks;https://9eb4fb51-331f-4c3e-bbd2-12bd5e26ea30.lovableproject.com/dashboard;desktop;;;false;
dc54a06b-fdbf-44cf-9422-4e3032ba633c;b8c5a162-5141-422e-9924-dc0e8c333790;b8f0d32a-f98c-4deb-863e-19813dda5947;2025-12-07 09:56:43.244446+00;navigation;dashboard;page_viewed;page;;/my-applications;;USD;9056;;"{""current_route"":""/my-applications"",""previous_route"":""/tasks""}";/my-applications;https://9eb4fb51-331f-4c3e-bbd2-12bd5e26ea30.lovableproject.com/dashboard;desktop;;;false;
98645813-118d-4676-811a-f8f020672b3f;b8c5a162-5141-422e-9924-dc0e8c333790;b8f0d32a-f98c-4deb-863e-19813dda5947;2025-12-07 09:57:08.649005+00;navigation;crm;page_viewed;page;;/crm;;USD;25165;;"{""current_route"":""/crm"",""previous_route"":""/my-applications""}";/crm;https://9eb4fb51-331f-4c3e-bbd2-12bd5e26ea30.lovableproject.com/dashboard;desktop;;;false;
6bde3931-252b-44f0-822c-6b9144e45695;b8c5a162-5141-422e-9924-dc0e8c333790;7769729f-3f47-4398-aa17-5cd49aefd1e3;2025-12-07 21:52:59.565512+00;navigation;dashboard;page_viewed;page;;/launchpad;;USD;8726;;"{""current_route"":""/launchpad"",""previous_route"":""/""}";/launchpad;;desktop;;;false;
7302c776-7ad9-4860-a606-1c864977c229;b8c5a162-5141-422e-9924-dc0e8c333790;7769729f-3f47-4398-aa17-5cd49aefd1e3;2025-12-07 21:53:12.266332+00;navigation;tools;page_viewed;page;;/tools;;USD;12566;;"{""current_route"":""/tools"",""previous_route"":""/launchpad""}";/tools;;desktop;;;false;
ce467406-740a-464e-b686-16c8d03eb849;b8c5a162-5141-422e-9924-dc0e8c333790;25e07ecc-2fcd-4d2c-92d3-8b712eb0015d;2025-12-08 05:01:47.014834+00;navigation;dashboard;page_viewed;page;;/dashboard;;USD;942;;"{""current_route"":""/dashboard"",""previous_route"":""/auth""}";/dashboard;https://lovable.dev/;mobile;;;false;
c4fc2519-5f3d-4e07-8cba-6499002ca64e;b8c5a162-5141-422e-9924-dc0e8c333790;9c4f579c-57da-4389-af34-76a5f37d71b8;2025-12-08 05:12:34.040637+00;navigation;dashboard;page_viewed;page;;/dashboard;;USD;975;;"{""current_route"":""/dashboard"",""previous_route"":""/auth""}";/dashboard;;mobile;;;false;
3638eb33-dfd9-4dc1-ab91-ace0a490ace0;b8c5a162-5141-422e-9924-dc0e8c333790;7769729f-3f47-4398-aa17-5cd49aefd1e3;2025-12-08 17:33:22.771175+00;navigation;tasks;page_viewed;page;;/tasks;;USD;21067;;"{""current_route"":""/tasks"",""previous_route"":""/dashboard""}";/tasks;;desktop;;;false;
f36c72ea-4d3d-4740-8fbf-a62db51a8877;b8c5a162-5141-422e-9924-dc0e8c333790;7769729f-3f47-4398-aa17-5cd49aefd1e3;2025-12-08 17:39:14.884611+00;navigation;xodiak;page_viewed;page;;/xodiak;;USD;351636;;"{""current_route"":""/xodiak"",""previous_route"":""/tasks""}";/xodiak;;desktop;;;false;
03f3877b-4b57-49cb-81dc-f62a5ae5703e;b8c5a162-5141-422e-9924-dc0e8c333790;7769729f-3f47-4398-aa17-5cd49aefd1e3;2025-12-08 17:39:34.117801+00;navigation;xodiak;page_viewed;page;;/xodiak/contracts;;USD;19761;;"{""current_route"":""/xodiak/contracts"",""previous_route"":""/xodiak""}";/xodiak/contracts;;desktop;;;false;
2a27c89c-698b-4bb7-9e66-069e0f5ad9b2;b8c5a162-5141-422e-9924-dc0e8c333790;7769729f-3f47-4398-aa17-5cd49aefd1e3;2025-12-08 17:40:42.767179+00;navigation;xodiak;page_viewed;page;;/xodiak;;USD;68216;;"{""current_route"":""/xodiak"",""previous_route"":""/xodiak/contracts""}";/xodiak;;desktop;;;false;
b7d41cb7-1913-48b5-a3bc-3acca026bed5;b8c5a162-5141-422e-9924-dc0e8c333790;7769729f-3f47-4398-aa17-5cd49aefd1e3;2025-12-08 17:40:44.824913+00;navigation;xodiak;page_viewed;page;;/xodiak/government;;USD;2483;;"{""current_route"":""/xodiak/government"",""previous_route"":""/xodiak""}";/xodiak/government;;desktop;;;false;
a941ea0e-a6f7-435a-9e16-658cc05ced6c;b8c5a162-5141-422e-9924-dc0e8c333790;7769729f-3f47-4398-aa17-5cd49aefd1e3;2025-12-08 17:40:47.564424+00;navigation;xodiak;page_viewed;page;;/xodiak;;USD;2737;;"{""current_route"":""/xodiak"",""previous_route"":""/xodiak/government""}";/xodiak;;desktop;;;false;
65d034c8-d40d-4843-b9dd-d2b1e40e537a;b8c5a162-5141-422e-9924-dc0e8c333790;964fa22f-29a9-4d44-8816-cfa1d672a6bc;2025-12-08 21:05:42.29331+00;navigation;tools;page_viewed;page;;/tools;;USD;57624;;"{""current_route"":""/tools"",""previous_route"":""/dashboard""}";/tools;;desktop;;;false;
43f97def-01ff-4492-a8e9-a00f68c25725;b8c5a162-5141-422e-9924-dc0e8c333790;964fa22f-29a9-4d44-8816-cfa1d672a6bc;2025-12-08 21:06:06.932222+00;navigation;dashboard;page_viewed;page;;/dashboard;;USD;25325;;"{""current_route"":""/dashboard"",""previous_route"":""/tools""}";/dashboard;;desktop;;;false;
f127fc18-008d-4c48-b923-176fe011e6fe;b8c5a162-5141-422e-9924-dc0e8c333790;964fa22f-29a9-4d44-8816-cfa1d672a6bc;2025-12-08 21:06:16.465042+00;navigation;dashboard;page_viewed;page;;/create-entity;;USD;9652;;"{""current_route"":""/create-entity"",""previous_route"":""/dashboard""}";/create-entity;;desktop;;;false;
7ac88267-f2f4-418b-ba46-7ad0b05f7137;b8c5a162-5141-422e-9924-dc0e8c333790;964fa22f-29a9-4d44-8816-cfa1d672a6bc;2025-12-08 21:06:56.422957+00;navigation;dashboard;page_viewed;page;;/dashboard;;USD;39359;;"{""current_route"":""/dashboard"",""previous_route"":""/create-entity""}";/dashboard;;desktop;;;false;
5402e75c-265d-4010-99f5-38d17463480e;b8c5a162-5141-422e-9924-dc0e8c333790;964fa22f-29a9-4d44-8816-cfa1d672a6bc;2025-12-08 21:31:10.759536+00;navigation;xbuilderx;page_viewed;page;;/xbuilderx/dashboard;;USD;1454562;;"{""current_route"":""/xbuilderx/dashboard"",""previous_route"":""/dashboard""}";/xbuilderx/dashboard;;desktop;;;false;
3647edb6-4ac2-4e01-a75b-7e05c76dc2a9;b8c5a162-5141-422e-9924-dc0e8c333790;964fa22f-29a9-4d44-8816-cfa1d672a6bc;2025-12-08 21:31:18.31327+00;navigation;xbuilderx;page_viewed;page;;/xbuilderx;;USD;7913;;"{""current_route"":""/xbuilderx"",""previous_route"":""/xbuilderx/dashboard""}";/xbuilderx;;desktop;;;false;
a26f2b89-1e7a-4859-a243-7ab00bf1e9d6;b8c5a162-5141-422e-9924-dc0e8c333790;964fa22f-29a9-4d44-8816-cfa1d672a6bc;2025-12-08 21:31:34.676269+00;navigation;xodiak;page_viewed;page;;/xodiak;;USD;16359;;"{""current_route"":""/xodiak"",""previous_route"":""/xbuilderx""}";/xodiak;;desktop;;;false;
e045ecd8-7d7d-423b-b064-479dfea5f1de;b8c5a162-5141-422e-9924-dc0e8c333790;4e28dafc-47bb-4d4b-a79d-917a48129868;2025-12-10 16:13:19.467755+00;navigation;dashboard;page_viewed;page;;/dashboard;;USD;191;;"{""current_route"":""/dashboard"",""previous_route"":""/auth""}";/dashboard;https://lovable.dev/;desktop;;;false;
27fcb6e0-9ea1-455b-ba52-76c4046fb819;b8c5a162-5141-422e-9924-dc0e8c333790;c95611aa-4ecf-4339-89c5-05972219f1b9;2025-12-10 16:57:38.59978+00;navigation;dashboard;page_viewed;page;;/dashboard;;USD;9440;;"{""current_route"":""/dashboard"",""previous_route"":""/driveby""}";/dashboard;https://lovable.dev/;desktop;;;false;
f516f4cc-ff77-4979-aed7-2782a64102f4;b8c5a162-5141-422e-9924-dc0e8c333790;c95611aa-4ecf-4339-89c5-05972219f1b9;2025-12-10 17:02:09.562761+00;navigation;tools;page_viewed;page;;/tools;;USD;237088;;"{""current_route"":""/tools"",""previous_route"":""/driveby""}";/tools;https://lovable.dev/;desktop;;;false;
652d026f-2020-462b-a5a8-f15b5cb88c30;b8c5a162-5141-422e-9924-dc0e8c333790;c95611aa-4ecf-4339-89c5-05972219f1b9;2025-12-10 17:02:13.374646+00;navigation;dashboard;page_viewed;page;;/research-studio;;USD;4888;;"{""current_route"":""/research-studio"",""previous_route"":""/tools""}";/research-studio;https://lovable.dev/;desktop;;;false;
01b50cec-b6b9-4049-8450-8fe713fcb44c;b8c5a162-5141-422e-9924-dc0e8c333790;c95611aa-4ecf-4339-89c5-05972219f1b9;2025-12-10 17:03:00.519972+00;navigation;dashboard;page_viewed;page;;/services;;USD;46985;;"{""current_route"":""/services"",""previous_route"":""/research-studio""}";/services;https://lovable.dev/;desktop;;;false;
0baf4de2-a887-4f05-bae4-3e87d6be215e;b8c5a162-5141-422e-9924-dc0e8c333790;c95611aa-4ecf-4339-89c5-05972219f1b9;2025-12-10 17:04:33.244771+00;navigation;dashboard;page_viewed;page;;/dashboard;;USD;92146;;"{""current_route"":""/dashboard"",""previous_route"":""/services""}";/dashboard;https://lovable.dev/;desktop;;;false;
960f964c-2b53-4c15-8530-455150b1b10a;b8c5a162-5141-422e-9924-dc0e8c333790;c95611aa-4ecf-4339-89c5-05972219f1b9;2025-12-10 17:05:29.592307+00;navigation;erp;page_viewed;page;;/erp;;USD;57396;;"{""current_route"":""/erp"",""previous_route"":""/dashboard""}";/erp;https://lovable.dev/;desktop;;;false;
b7677ef4-f90e-46b7-b081-e066761c75bc;b8c5a162-5141-422e-9924-dc0e8c333790;c95611aa-4ecf-4339-89c5-05972219f1b9;2025-12-10 17:05:33.572639+00;navigation;dashboard;page_viewed;page;;/dashboard;;USD;3474;;"{""current_route"":""/dashboard"",""previous_route"":""/erp""}";/dashboard;https://lovable.dev/;desktop;;;false;
c40a9b18-89e1-493f-9989-d53027d7fac5;b8c5a162-5141-422e-9924-dc0e8c333790;c95611aa-4ecf-4339-89c5-05972219f1b9;2025-12-10 17:05:39.11917+00;navigation;dashboard;page_viewed;page;;/services;;USD;6063;;"{""current_route"":""/services"",""previous_route"":""/dashboard""}";/services;https://lovable.dev/;desktop;;;false;
48f1e6fd-5c11-48e1-a4e3-77cc2dd1001e;b8c5a162-5141-422e-9924-dc0e8c333790;c95611aa-4ecf-4339-89c5-05972219f1b9;2025-12-10 17:06:20.892552+00;navigation;xodiak;page_viewed;page;;/xodiak/assets;;USD;15018;;"{""current_route"":""/xodiak/assets"",""previous_route"":""/driveby""}";/xodiak/assets;https://lovable.dev/;desktop;;;false;
802c14d4-02af-4107-b875-24385f35b099;b8c5a162-5141-422e-9924-dc0e8c333790;c95611aa-4ecf-4339-89c5-05972219f1b9;2025-12-10 17:06:39.380812+00;navigation;xodiak;page_viewed;page;;/xodiak/contracts;;USD;18748;;"{""current_route"":""/xodiak/contracts"",""previous_route"":""/xodiak/assets""}";/xodiak/contracts;https://lovable.dev/;desktop;;;false;
a0a4130f-dca8-4589-bdc2-14f169758726;b8c5a162-5141-422e-9924-dc0e8c333790;3fe4b0d2-1185-4887-b25b-8f631598964e;2025-12-12 16:04:14.767119+00;navigation;dashboard;page_viewed;page;;/dashboard;;USD;2447;;"{""current_route"":""/dashboard"",""previous_route"":""/xodiak""}";/dashboard;;desktop;;;false;
1960096c-8afa-4f2f-a16c-bfb74cde7e93;b8c5a162-5141-422e-9924-dc0e8c333790;3fe4b0d2-1185-4887-b25b-8f631598964e;2025-12-12 16:05:54.552273+00;navigation;tools;page_viewed;page;;/tools;;USD;99514;;"{""current_route"":""/tools"",""previous_route"":""/dashboard""}";/tools;;desktop;;;false;
26b20b06-7bd8-44db-83e5-15697b89529d;b8c5a162-5141-422e-9924-dc0e8c333790;5e549d00-7f10-4bdf-a686-4c1ddc8af41c;2025-12-12 16:07:38.322132+00;navigation;dashboard;page_viewed;page;;/services;;USD;8328;;"{""current_route"":""/services"",""previous_route"":""/driveby""}";/services;;desktop;;;false;
5712cff4-e9f4-484b-87b2-ffbe05be0cf9;b8c5a162-5141-422e-9924-dc0e8c333790;5e549d00-7f10-4bdf-a686-4c1ddc8af41c;2025-12-12 16:08:06.879694+00;navigation;iplaunch;page_viewed;page;;/iplaunch;;USD;28619;;"{""current_route"":""/iplaunch"",""previous_route"":""/services""}";/iplaunch;;desktop;;;false;
af51f59a-764a-4443-888f-72af51185bc2;b8c5a162-5141-422e-9924-dc0e8c333790;2277b68a-7ec8-4e9b-bee5-cc8c70696fb2;2025-12-14 20:25:14.559571+00;navigation;grid_os;page_viewed;page;;/grid-os;;USD;63635;;"{""current_route"":""/grid-os"",""previous_route"":""/tools""}";/grid-os;;mobile;;;false;
c53429a2-5dad-4771-8729-a3f7aa6db94e;b8c5a162-5141-422e-9924-dc0e8c333790;3431dcca-1c75-4355-a500-cd27b2502248;2025-12-15 01:43:58.989849+00;navigation;dashboard;page_viewed;page;;/services;;USD;62503;;"{""current_route"":""/services"",""previous_route"":""/""}";/services;https://lovable.dev/;desktop;;;false;
13d31d34-70f4-4852-b058-e17566aadaa2;b8c5a162-5141-422e-9924-dc0e8c333790;3431dcca-1c75-4355-a500-cd27b2502248;2025-12-15 01:45:24.348521+00;navigation;xbuilderx;page_viewed;page;;/xbuilderx/dashboard;;USD;85777;;"{""current_route"":""/xbuilderx/dashboard"",""previous_route"":""/services""}";/xbuilderx/dashboard;https://lovable.dev/;desktop;;;false;
109b6550-9f2e-4b6c-ab37-f1b78c2f66e8;b8c5a162-5141-422e-9924-dc0e8c333790;3431dcca-1c75-4355-a500-cd27b2502248;2025-12-15 01:45:35.610059+00;navigation;dashboard;page_viewed;page;;/research-studio;;USD;11080;;"{""current_route"":""/research-studio"",""previous_route"":""/xbuilderx/dashboard""}";/research-studio;https://lovable.dev/;desktop;;;false;
7b14fd10-5aa8-4e15-973f-d1b176e8653c;b8c5a162-5141-422e-9924-dc0e8c333790;3431dcca-1c75-4355-a500-cd27b2502248;2025-12-15 01:45:58.129147+00;navigation;workflows;page_viewed;page;;/workflows;;USD;22563;;"{""current_route"":""/workflows"",""previous_route"":""/research-studio""}";/workflows;https://lovable.dev/;desktop;;;false;
24dbe66e-d856-47d7-8af3-6c3b32fef883;b8c5a162-5141-422e-9924-dc0e8c333790;5472016c-cd61-4dc9-b1b1-9f5550476319;2025-12-15 02:17:51.881574+00;navigation;erp;page_viewed;page;;/erp-generator;;USD;3997;;"{""current_route"":""/erp-generator"",""previous_route"":""/driveby""}";/erp-generator;;desktop;;;false;
d9e8aa1a-8d17-4d7a-a1c1-e37f310f1a33;b8c5a162-5141-422e-9924-dc0e8c333790;5472016c-cd61-4dc9-b1b1-9f5550476319;2025-12-15 02:32:53.80074+00;navigation;tasks;page_viewed;page;;/tasks;;USD;901937;;"{""current_route"":""/tasks"",""previous_route"":""/erp-generator""}";/tasks;;desktop;;;false;
58037bfe-ae15-40cf-8901-5f3a248a0204;b8c5a162-5141-422e-9924-dc0e8c333790;5472016c-cd61-4dc9-b1b1-9f5550476319;2025-12-15 02:33:24.606516+00;navigation;dashboard;page_viewed;page;;/dashboard;;USD;30389;;"{""current_route"":""/dashboard"",""previous_route"":""/tasks""}";/dashboard;;desktop;;;false;
28b3dc0f-6964-47d0-868b-31f6d8aff40e;b8c5a162-5141-422e-9924-dc0e8c333790;5472016c-cd61-4dc9-b1b1-9f5550476319;2025-12-15 02:35:17.206844+00;navigation;tasks;page_viewed;page;;/tasks;;USD;112958;;"{""current_route"":""/tasks"",""previous_route"":""/dashboard""}";/tasks;;desktop;;;false;
a29ac2c4-25df-4a08-836c-f4a0da44eae6;b8c5a162-5141-422e-9924-dc0e8c333790;5472016c-cd61-4dc9-b1b1-9f5550476319;2025-12-15 02:36:21.1437+00;navigation;dashboard;page_viewed;page;;/dashboard;;USD;63984;;"{""current_route"":""/dashboard"",""previous_route"":""/tasks""}";/dashboard;;desktop;;;false;
f9fdf78c-30b0-43c5-92bf-6b15f6b406ce;b8c5a162-5141-422e-9924-dc0e8c333790;5472016c-cd61-4dc9-b1b1-9f5550476319;2025-12-15 02:36:47.010553+00;navigation;tasks;page_viewed;page;;/tasks;;USD;25854;;"{""current_route"":""/tasks"",""previous_route"":""/dashboard""}";/tasks;;desktop;;;false;
7dcfc410-ac70-4f25-a612-11d40dfdf20b;b8c5a162-5141-422e-9924-dc0e8c333790;5472016c-cd61-4dc9-b1b1-9f5550476319;2025-12-15 04:02:24.132323+00;navigation;dashboard;page_viewed;page;;/dashboard;;USD;5136090;;"{""current_route"":""/dashboard"",""previous_route"":""/tasks""}";/dashboard;;desktop;;;false;
12e10e3e-e860-46be-8568-c68a712b7c7b;b8c5a162-5141-422e-9924-dc0e8c333790;5472016c-cd61-4dc9-b1b1-9f5550476319;2025-12-15 05:18:08.673009+00;navigation;grid_os;page_viewed;page;;/grid-os;;USD;4544761;;"{""current_route"":""/grid-os"",""previous_route"":""/dashboard""}";/grid-os;;desktop;;;false;
a1c9def3-66a3-4981-9305-18e8788a6f30;b8c5a162-5141-422e-9924-dc0e8c333790;173a42a2-098e-4514-9462-b2098baf6b3b;2025-12-15 17:07:35.769745+00;navigation;dashboard;page_viewed;page;;/store-launch;;USD;25476;;"{""current_route"":""/store-launch"",""previous_route"":""/""}";/store-launch;https://lovable.dev/;desktop;;;false;
e508b383-3904-4939-8627-423c6079f0ff;b8c5a162-5141-422e-9924-dc0e8c333790;173a42a2-098e-4514-9462-b2098baf6b3b;2025-12-15 17:07:48.321122+00;navigation;dashboard;page_viewed;page;;/store-launch/new;;USD;12629;;"{""current_route"":""/store-launch/new"",""previous_route"":""/store-launch""}";/store-launch/new;https://lovable.dev/;desktop;;;false;
117a1fa2-61b8-4530-bf69-5736e8a9f7fb;b8c5a162-5141-422e-9924-dc0e8c333790;173a42a2-098e-4514-9462-b2098baf6b3b;2025-12-15 17:08:08.07511+00;navigation;dashboard;page_viewed;page;;/store-launch/accounts;;USD;19755;;"{""current_route"":""/store-launch/accounts"",""previous_route"":""/store-launch/new""}";/store-launch/accounts;https://lovable.dev/;desktop;;;false;
