id;hubspot_company_id;name;domain;industry;address;city;state;zip;phone;website;raw_properties;created_at;updated_at;synced_at
065c4e38-9b4f-4b2a-8b5d-a0e80678b2b7;267998906072;North Coast Design Build;northcoastdesignbuild.com;REAL_ESTATE;4205 Lake Road;Sheffield Lake;Ohio;44054;	+13059611115;https://midtown-capital.com;"{""address"":""4205 Lake Road"",""city"":""Sheffield Lake"",""createdate"":""2026-01-23T12:35:38.390Z"",""domain"":""northcoastdesignbuild.com"",""hs_lastmodifieddate"":""2026-01-23T12:35:38.767Z"",""hs_object_id"":""267998906072"",""industry"":""REAL_ESTATE"",""name"":""North Coast Design Build"",""phone"":""+13059611115"",""state"":""Ohio"",""website"":""https://midtown-capital.com"",""zip"":""44054""}";2026-01-23 12:35:40.796128+00;2026-01-23 12:35:40.796128+00;2026-01-23 12:35:40.619+00
a4aa2632-578e-4de8-a5de-7f995aeefec0;267998906076;Canopy Development;canopydevelopment.com;REAL_ESTATE;126 Main St;Norfolk;VA;01060;	+17572062589;https://www.canopydevelopment.com;"{""address"":""126 Main St"",""city"":""Norfolk"",""createdate"":""2026-01-23T12:42:14.674Z"",""domain"":""canopydevelopment.com"",""hs_lastmodifieddate"":""2026-01-23T12:42:15.273Z"",""hs_object_id"":""267998906076"",""industry"":""REAL_ESTATE"",""name"":""Canopy Development"",""phone"":""+17572062589"",""state"":""VA"",""website"":""https://www.canopydevelopment.com"",""zip"":""01060""}";2026-01-23 12:42:16.846933+00;2026-01-23 12:42:16.846933+00;2026-01-23 12:42:16.696+00
04e4bec4-1cc7-4032-ba94-40b6c94ad19d;268898265807;Pacific Development Group;pacificdg.com;CONSUMER_SERVICES;343 East Main Street;Stockton;California;95202;	+12094739700;pacificdg.com;"{""address"":""343 East Main Street"",""city"":""Stockton"",""createdate"":""2026-01-23T14:56:09.361Z"",""domain"":""pacificdg.com"",""hs_lastmodifieddate"":""2026-01-23T14:56:10.059Z"",""hs_object_id"":""268898265807"",""industry"":""CONSUMER_SERVICES"",""name"":""Pacific Development Group"",""phone"":""+12094739700"",""state"":""California"",""website"":""pacificdg.com"",""zip"":""95202""}";2026-01-23 14:56:11.811521+00;2026-01-23 14:56:11.811521+00;2026-01-23 14:56:11.336+00
ed16b4c7-bc68-4c70-a320-db542bca9051;269229107898;Fourth River Development;fourthriverdevelopment.com;CONSTRUCTION;5168 Campbells Run Road;Pittsburgh;Pennsylvania;15205;	+13052981916;https://www.rjcapny.com;"{""address"":""5168 Campbells Run Road"",""city"":""Pittsburgh"",""createdate"":""2026-01-26T10:54:26.474Z"",""domain"":""fourthriverdevelopment.com"",""hs_lastmodifieddate"":""2026-01-26T10:54:26.846Z"",""hs_object_id"":""269229107898"",""industry"":""CONSTRUCTION"",""name"":""Fourth River Development"",""phone"":""+13052981916"",""state"":""Pennsylvania"",""website"":""https://www.rjcapny.com"",""zip"":""15205""}";2026-01-26 10:54:29.84511+00;2026-01-26 10:54:29.84511+00;2026-01-26 10:54:29.616+00
9ac21e7d-6a6a-4180-b949-e18778534193;271615605470;;riseunlock.com;;;;;;;riseunlock.com;"{""address"":null,""city"":null,""createdate"":""2026-01-26T15:04:14.023Z"",""domain"":""riseunlock.com"",""hs_lastmodifieddate"":""2026-01-26T15:04:14.472Z"",""hs_object_id"":""271615605470"",""industry"":null,""name"":null,""phone"":null,""state"":null,""website"":""riseunlock.com"",""zip"":null}";2026-01-26 15:04:16.060708+00;2026-01-26 15:04:16.060708+00;2026-01-26 15:04:15.927+00
d6c5c1a6-7c20-456a-9b0c-62abdda87383;271925346028;Rogers Equities;;REAL_ESTATE;;New York;New York;10003;	+13059171070;;"{""address"":null,""city"":""New York"",""createdate"":""2026-01-27T09:51:51.099Z"",""domain"":null,""hs_lastmodifieddate"":""2026-01-27T09:51:51.099Z"",""hs_object_id"":""271925346028"",""industry"":""REAL_ESTATE"",""name"":""Rogers Equities"",""phone"":""+13059171070"",""state"":""New York"",""website"":null,""zip"":""10003""}";2026-01-27 09:51:53.752841+00;2026-01-27 09:51:53.752841+00;2026-01-27 09:51:53.266+00
3e417993-e9e8-4794-92b9-b68d75869905;271926061789;Elmo Realty;;;;New York;NY;;;;"{""address"":null,""city"":""New York"",""createdate"":""2026-01-27T10:07:31.540Z"",""domain"":null,""hs_lastmodifieddate"":""2026-01-27T10:07:31.540Z"",""hs_object_id"":""271926061789"",""industry"":null,""name"":""Elmo Realty"",""phone"":null,""state"":""NY"",""website"":null,""zip"":null}";2026-01-27 10:07:34.116969+00;2026-01-27 10:07:34.116969+00;2026-01-27 10:07:33.613+00
ad1f0c27-8979-4668-a915-fa5703123b82;272489695934;Gaslight Property;gaslightproperty.com;REAL_ESTATE;311 Howell Avenue;Cincinnati;Ohio;45220;	+15136403130;https://www.gaslightproperty.com;"{""address"":""311 Howell Avenue"",""city"":""Cincinnati"",""createdate"":""2026-01-28T08:00:57.494Z"",""domain"":""gaslightproperty.com"",""hs_lastmodifieddate"":""2026-01-28T08:00:58.001Z"",""hs_object_id"":""272489695934"",""industry"":""REAL_ESTATE"",""name"":""Gaslight Property"",""phone"":""+15136403130"",""state"":""Ohio"",""website"":""https://www.gaslightproperty.com"",""zip"":""45220""}";2026-01-28 08:01:01.546144+00;2026-01-28 08:01:01.546144+00;2026-01-28 08:01:01.356+00
bfb95850-ef17-436d-a54b-1b31673e6f24;272489695964;BellaVista Homes;mybellavista.com;REAL_ESTATE;711 North Orlando Avenue;Maitland;Florida;32751;	+16106443090;https://radnorproperty.com;"{""address"":""711 North Orlando Avenue"",""city"":""Maitland"",""createdate"":""2026-01-28T08:18:19.501Z"",""domain"":""mybellavista.com"",""hs_lastmodifieddate"":""2026-01-28T08:18:20.117Z"",""hs_object_id"":""272489695964"",""industry"":""REAL_ESTATE"",""name"":""BellaVista Homes"",""phone"":""+16106443090"",""state"":""Florida"",""website"":""https://radnorproperty.com"",""zip"":""32751""}";2026-01-28 08:18:22.31144+00;2026-01-28 08:18:22.31144+00;2026-01-28 08:18:21.746+00
3b81c26d-ebb2-47ef-b0a8-9945abb2b0d2;272787867367;Blóm Capital;blomcapital.com;;;;NJ;;;https://blomcapital.com;"{""address"":null,""city"":null,""createdate"":""2026-01-28T09:00:46.005Z"",""domain"":""blomcapital.com"",""hs_lastmodifieddate"":""2026-01-28T09:00:46.432Z"",""hs_object_id"":""272787867367"",""industry"":null,""name"":""Blóm Capital"",""phone"":null,""state"":""NJ"",""website"":""https://blomcapital.com"",""zip"":null}";2026-01-28 09:00:48.493125+00;2026-01-28 09:00:48.493125+00;2026-01-28 09:00:48.363+00
5b713201-0840-44a6-b93e-1c8bb033b7f3;272787868363;HB Nitkin;hbnitkin.com;REAL_ESTATE;230 Mason St;Greenwich;Connecticut;06830;	+12038619000;https://hbnitkin.com;"{""address"":""230 Mason St"",""city"":""Greenwich"",""createdate"":""2026-01-28T09:26:02.197Z"",""domain"":""hbnitkin.com"",""hs_lastmodifieddate"":""2026-01-28T09:26:02.677Z"",""hs_object_id"":""272787868363"",""industry"":""REAL_ESTATE"",""name"":""HB Nitkin"",""phone"":""+12038619000"",""state"":""Connecticut"",""website"":""https://hbnitkin.com"",""zip"":""06830""}";2026-01-28 09:26:05.080379+00;2026-01-28 09:26:05.080379+00;2026-01-28 09:26:04.61+00
b0daa24d-91f8-422e-9697-c1996ae153af;272633767652;Silver Hills RE;silverhillsre.com;COMMERCIAL_REAL_ESTATE;;;Ohio;;	+18663165300;https://www.silverhillsre.com;"{""address"":null,""city"":null,""createdate"":""2026-01-28T09:35:10.623Z"",""domain"":""silverhillsre.com"",""hs_lastmodifieddate"":""2026-01-28T09:35:11.199Z"",""hs_object_id"":""272633767652"",""industry"":""COMMERCIAL_REAL_ESTATE"",""name"":""Silver Hills RE"",""phone"":""+18663165300"",""state"":""Ohio"",""website"":""https://www.silverhillsre.com"",""zip"":null}";2026-01-28 09:35:13.795091+00;2026-01-28 09:35:13.795091+00;2026-01-28 09:35:13.262+00
77b2bc3a-cde4-4dfd-8abd-021abc12d832;273780442856;Vida Capital;vidacapital.co;INVESTMENT_MANAGEMENT;835 West 6th Street;Bayonne;NJ;78703;	+1 201-344-0070;https://www.vidacapital.co;"{""address"":""835 West 6th Street"",""city"":""Bayonne"",""createdate"":""2026-01-29T08:03:58.601Z"",""domain"":""vidacapital.co"",""hs_lastmodifieddate"":""2026-01-29T08:04:00.394Z"",""hs_object_id"":""273780442856"",""industry"":""INVESTMENT_MANAGEMENT"",""name"":""Vida Capital"",""phone"":""+1 201-344-0070"",""state"":""NJ"",""website"":""https://www.vidacapital.co"",""zip"":""78703""}";2026-01-29 08:04:02.389941+00;2026-01-29 08:04:02.389941+00;2026-01-29 08:04:02.242+00
c017e0a4-65bd-4f24-a2e4-9969d68ce5cf;274337090265;Southeast Capital Partners;secapitalpartners.com;COMMERCIAL_REAL_ESTATE;110 North Wacker Drive;Atlanta;GA;60606;;https://secapitalpartners.com;"{""address"":""110 North Wacker Drive"",""city"":""Atlanta"",""createdate"":""2026-01-29T09:28:19.661Z"",""domain"":""secapitalpartners.com"",""hs_lastmodifieddate"":""2026-01-29T09:28:20.115Z"",""hs_object_id"":""274337090265"",""industry"":""COMMERCIAL_REAL_ESTATE"",""name"":""Southeast Capital Partners"",""phone"":null,""state"":""GA"",""website"":""https://secapitalpartners.com"",""zip"":""60606""}";2026-01-29 09:28:22.596692+00;2026-01-29 09:28:22.596692+00;2026-01-29 09:28:22.075+00
e9694c86-bd7e-4489-88b4-5f1395a06313;274334214843;GreenMars;greenmars.com;REAL_ESTATE;30 Exchange Street;Portland;Maine;04101;	+12072457255;https://greenmars.com;"{""address"":""30 Exchange Street"",""city"":""Portland"",""createdate"":""2026-01-29T09:49:15.766Z"",""domain"":""greenmars.com"",""hs_lastmodifieddate"":""2026-01-29T09:49:16.196Z"",""hs_object_id"":""274334214843"",""industry"":""REAL_ESTATE"",""name"":""GreenMars"",""phone"":""+12072457255"",""state"":""Maine"",""website"":""https://greenmars.com"",""zip"":""04101""}";2026-01-29 09:49:18.316377+00;2026-01-29 09:49:18.316377+00;2026-01-29 09:49:18.068+00
07279998-fa7c-4d40-b61c-a27563a25f94;274405906161;Homestead Companies ;;CONSTRUCTION;;Columbus;OH;43215;	+16142215400;;"{""address"":null,""city"":""Columbus"",""createdate"":""2026-01-29T17:38:34.141Z"",""domain"":null,""hs_lastmodifieddate"":""2026-01-29T17:38:34.141Z"",""hs_object_id"":""274405906161"",""industry"":""CONSTRUCTION"",""name"":""Homestead Companies "",""phone"":""+16142215400"",""state"":""OH"",""website"":null,""zip"":""43215""}";2026-01-29 17:38:36.103036+00;2026-01-29 17:38:36.103036+00;2026-01-29 17:38:35.972+00
1bd581f3-3633-4639-b736-fd0beec51c96;274799045320;Bogan Developments;bogandevelopments.com;COMMERCIAL_REAL_ESTATE;801 North Pitcher Street;Kalamazoo;Michigan;49007;	+18663165300;https://bogandevelopments.com;"{""address"":""801 North Pitcher Street"",""city"":""Kalamazoo"",""createdate"":""2026-01-30T10:02:03.133Z"",""domain"":""bogandevelopments.com"",""hs_lastmodifieddate"":""2026-01-30T10:02:04.160Z"",""hs_object_id"":""274799045320"",""industry"":""COMMERCIAL_REAL_ESTATE"",""name"":""Bogan Developments"",""phone"":""+18663165300"",""state"":""Michigan"",""website"":""https://bogandevelopments.com"",""zip"":""49007""}";2026-01-30 10:02:07.39299+00;2026-01-30 10:02:07.39299+00;2026-01-30 10:02:06.854+00
0a195891-8484-4d50-bc87-1f7db5697622;278006271706;River North Real Estate Partners;rnrepartners.com;;2045 River North Run;Atlanta;Georgia;30328;;rnrepartners.com;"{""address"":""2045 River North Run"",""city"":""Atlanta"",""createdate"":""2026-02-02T02:11:37.083Z"",""domain"":""rnrepartners.com"",""hs_lastmodifieddate"":""2026-02-02T02:11:37.627Z"",""hs_object_id"":""278006271706"",""industry"":null,""name"":""River North Real Estate Partners"",""phone"":null,""state"":""Georgia"",""website"":""rnrepartners.com"",""zip"":""30328""}";2026-02-02 02:11:40.473817+00;2026-02-02 02:11:40.473817+00;2026-02-02 02:11:39.978+00
2cce3d0e-e924-425f-b6ba-edc5389a897e;279806997186;Valiant Group;valiantgroup.com;COMMERCIAL_REAL_ESTATE;800 North Milpas Street;Springfield;MO;93103;	+16503782800;;"{""address"":""800 North Milpas Street"",""city"":""Springfield"",""createdate"":""2026-02-02T04:20:19.251Z"",""domain"":""valiantgroup.com"",""hs_lastmodifieddate"":""2026-02-02T04:20:19.527Z"",""hs_object_id"":""279806997186"",""industry"":""COMMERCIAL_REAL_ESTATE"",""name"":""Valiant Group"",""phone"":""+16503782800"",""state"":""MO"",""website"":null,""zip"":""93103""}";2026-02-02 04:20:21.49285+00;2026-02-02 04:20:21.49285+00;2026-02-02 04:20:21.384+00
8c719209-4473-4351-8fa6-81435bb8a00c;279806997210;Boston Real Estate Capital;bostonrealestatecapital.com;COMMERCIAL_REAL_ESTATE;10 Post Office Square;Boston;Massachusetts;02109;	+16178509002;https://bostonrealestatecapital.com;"{""address"":""10 Post Office Square"",""city"":""Boston"",""createdate"":""2026-02-02T04:35:31.128Z"",""domain"":""bostonrealestatecapital.com"",""hs_lastmodifieddate"":""2026-02-02T04:35:31.645Z"",""hs_object_id"":""279806997210"",""industry"":""COMMERCIAL_REAL_ESTATE"",""name"":""Boston Real Estate Capital"",""phone"":""+16178509002"",""state"":""Massachusetts"",""website"":""https://bostonrealestatecapital.com"",""zip"":""02109""}";2026-02-02 04:35:33.442061+00;2026-02-02 04:35:33.442061+00;2026-02-02 04:35:33.315+00
22fa76b4-20e9-4445-8a55-1191744ca686;279806997222;Build BW;buildbw.com;CONSTRUCTION;615 Russell Avenue;Indianapolis;Indiana;46225;;https://buildbw.com;"{""address"":""615 Russell Avenue"",""city"":""Indianapolis"",""createdate"":""2026-02-02T04:42:40.934Z"",""domain"":""buildbw.com"",""hs_lastmodifieddate"":""2026-02-02T04:42:41.318Z"",""hs_object_id"":""279806997222"",""industry"":""CONSTRUCTION"",""name"":""Build BW"",""phone"":null,""state"":""Indiana"",""website"":""https://buildbw.com"",""zip"":""46225""}";2026-02-02 04:42:42.749648+00;2026-02-02 04:42:42.749648+00;2026-02-02 04:42:42.609+00
bd073d2d-6a3e-4c79-868d-dfefb483c776;277204528844;The Ridge Group;ridgecorporation.com;;3225 S Hoyt Ave;Muncie;Indiana;47302;;ridgecorporation.com;"{""address"":""3225 S Hoyt Ave"",""city"":""Muncie"",""createdate"":""2026-02-02T13:15:01.920Z"",""domain"":""ridgecorporation.com"",""hs_lastmodifieddate"":""2026-02-02T13:15:02.284Z"",""hs_object_id"":""277204528844"",""industry"":null,""name"":""The Ridge Group"",""phone"":null,""state"":""Indiana"",""website"":""ridgecorporation.com"",""zip"":""47302""}";2026-02-02 13:15:04.810039+00;2026-02-02 13:15:04.810039+00;2026-02-02 13:15:04.321+00
ea6e7869-8b97-4631-bb01-1d4489482c2e;277204580073;New Urban Communities;newurbancommunities.com;Real Estate Development;398 NE 6th Ave;Delray Beach;Florida;33483;	+1 561-279-8706;https://newurbancommunities.com;"{""address"":""398 NE 6th Ave"",""city"":""Delray Beach"",""createdate"":""2026-02-03T10:59:58.938Z"",""domain"":""newurbancommunities.com"",""hs_lastmodifieddate"":""2026-02-03T10:59:59.293Z"",""hs_object_id"":""277204580073"",""industry"":""Real Estate Development"",""name"":""New Urban Communities"",""phone"":""+1 561-279-8706"",""state"":""Florida"",""website"":""https://newurbancommunities.com"",""zip"":""33483""}";2026-02-03 11:00:02.288045+00;2026-02-03 11:00:02.288045+00;2026-02-03 11:00:02.159+00
3ef7db56-c8d6-419e-a525-6d22d43532e7;282569285350;;coxandpalmer.com;;;;Newfoundland and Labrador;;	+19028533313;coxandpalmer.com;"{""address"":null,""city"":null,""createdate"":""2026-02-03T15:55:16.309Z"",""domain"":""coxandpalmer.com"",""hs_lastmodifieddate"":""2026-02-03T15:55:16.708Z"",""hs_object_id"":""282569285350"",""industry"":null,""name"":null,""phone"":""+19028533313"",""state"":""Newfoundland and Labrador"",""website"":""coxandpalmer.com"",""zip"":null}";2026-02-03 15:55:17.793792+00;2026-02-03 15:55:17.793792+00;2026-02-03 15:55:17.66+00
6f5fab52-8598-47ab-87be-734f4dcd2acd;280982752963;Ritchie's Management Group;ritchiesmg.com;REAL_ESTATE;361 Falls Road;Grafton;Wisconsin;53024;	+17158925591;ritchiesmg.com;"{""address"":""361 Falls Road"",""city"":""Grafton"",""createdate"":""2026-02-03T17:44:55.578Z"",""domain"":""ritchiesmg.com"",""hs_lastmodifieddate"":""2026-02-03T17:44:56.342Z"",""hs_object_id"":""280982752963"",""industry"":""REAL_ESTATE"",""name"":""Ritchie's Management Group"",""phone"":""+17158925591"",""state"":""Wisconsin"",""website"":""ritchiesmg.com"",""zip"":""53024""}";2026-02-03 17:44:57.63413+00;2026-02-03 17:44:57.63413+00;2026-02-03 17:44:57.497+00
f945cf19-4b09-469e-abc2-6a0d0042a23c;282647988927;Shanna Collective;shannacollective.com;REAL_ESTATE;;Jacksonville;АД;;	+1 718-463-5757;https://shannacollective.com;"{""address"":null,""city"":""Jacksonville"",""createdate"":""2026-02-04T09:24:14.439Z"",""domain"":""shannacollective.com"",""hs_lastmodifieddate"":""2026-02-04T09:24:14.992Z"",""hs_object_id"":""282647988927"",""industry"":""REAL_ESTATE"",""name"":""Shanna Collective"",""phone"":""+1 718-463-5757"",""state"":""АД"",""website"":""https://shannacollective.com"",""zip"":null}";2026-02-04 09:24:17.911516+00;2026-02-04 09:24:17.911516+00;2026-02-04 09:24:17.455+00
ba342d4c-a8a7-4d57-aacb-c87c5dd65730;283972146916;Ashland Capital Partners;ashlandcap.com;;;Chicago;Illinois;;;ashlandcap.com;"{""address"":null,""city"":""Chicago"",""createdate"":""2026-02-04T15:42:38.951Z"",""domain"":""ashlandcap.com"",""hs_lastmodifieddate"":""2026-02-04T15:42:39.446Z"",""hs_object_id"":""283972146916"",""industry"":null,""name"":""Ashland Capital Partners"",""phone"":null,""state"":""Illinois"",""website"":""ashlandcap.com"",""zip"":null}";2026-02-04 15:42:41.167498+00;2026-02-04 15:42:41.167498+00;2026-02-04 15:42:40.71+00
cb9a2494-a597-45ec-80ba-e63e4a69cd3d;284177135345;Asland Capital Partners;aslandcap.com;REAL_ESTATE;31 Hudson Yards;New York;New York;10001;	+12123904146;aslandcap.com;"{""address"":""31 Hudson Yards"",""city"":""New York"",""createdate"":""2026-02-04T16:08:34.552Z"",""domain"":""aslandcap.com"",""hs_lastmodifieddate"":""2026-02-04T16:08:35.038Z"",""hs_object_id"":""284177135345"",""industry"":""REAL_ESTATE"",""name"":""Asland Capital Partners"",""phone"":""+12123904146"",""state"":""New York"",""website"":""aslandcap.com"",""zip"":""10001""}";2026-02-04 16:08:37.683548+00;2026-02-04 16:08:37.683548+00;2026-02-04 16:08:37.56+00
b71b989a-3dc9-4ba6-8e28-c73e94f0a70e;284317334228;EJS Group;ejsdev.com;REAL_ESTATE;1700 Broadway;New York;New York;10019;	+12122871150;https://www.ejsdev.com;"{""address"":""1700 Broadway"",""city"":""New York"",""createdate"":""2026-02-05T07:58:19.665Z"",""domain"":""ejsdev.com"",""hs_lastmodifieddate"":""2026-02-05T07:58:20.104Z"",""hs_object_id"":""284317334228"",""industry"":""REAL_ESTATE"",""name"":""EJS Group"",""phone"":""+12122871150"",""state"":""New York"",""website"":""https://www.ejsdev.com"",""zip"":""10019""}";2026-02-05 07:58:23.164483+00;2026-02-05 07:58:23.164483+00;2026-02-05 07:58:22.691+00
f7b88b5a-2246-4b70-a304-8758405d4335;284317337308;Omega Home Builders;omegahomebuilders.com;CONSTRUCTION;2050 Bennett Road;Philadelphia;Pennsylvania;19116;	+12673178845;https://omegahomebuilders.com;"{""address"":""2050 Bennett Road"",""city"":""Philadelphia"",""createdate"":""2026-02-05T08:59:17.881Z"",""domain"":""omegahomebuilders.com"",""hs_lastmodifieddate"":""2026-02-05T08:59:18.526Z"",""hs_object_id"":""284317337308"",""industry"":""CONSTRUCTION"",""name"":""Omega Home Builders"",""phone"":""+12673178845"",""state"":""Pennsylvania"",""website"":""https://omegahomebuilders.com"",""zip"":""19116""}";2026-02-05 08:59:20.924605+00;2026-02-05 08:59:20.924605+00;2026-02-05 08:59:20.476+00
ff884b81-82ff-4332-9348-2aad63207602;284320928474;Flag Luxury;flagluxury.com;REAL_ESTATE;650 Madison Ave;New York;New York;10022;;flagluxury.com;"{""address"":""650 Madison Ave"",""city"":""New York"",""createdate"":""2026-02-05T09:42:13.568Z"",""domain"":""flagluxury.com"",""hs_lastmodifieddate"":""2026-02-05T09:42:14.070Z"",""hs_object_id"":""284320928474"",""industry"":""REAL_ESTATE"",""name"":""Flag Luxury"",""phone"":null,""state"":""New York"",""website"":""flagluxury.com"",""zip"":""10022""}";2026-02-05 09:42:16.106466+00;2026-02-05 09:42:16.106466+00;2026-02-05 09:42:15.671+00
