id;workspace_id;opportunity_id;task_id;deal_room_id;actor_type;actor_id;event_type;event_description;payload;compute_credits;action_credits;outcome_credits;attribution_tags;attribution_weight;value_category;requires_xodiak_log;xodiak_anchor_status;event_hash;xodiak_tx_hash;merkle_batch_id;created_at;anchored_at
1fc2b78b-6191-4a22-80ae-a17130803004;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 08:07:50.853221+00;
7a5393a4-76a7-4ff9-a9da-36db17a84416;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 08:08:51.066008+00;
167f5c5f-b937-419e-88d9-a5c90530ab4d;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 08:10:43.498372+00;
a087c4ed-f1a5-4f2f-9376-5c584fd7cf40;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 08:11:51.419336+00;
ac3058a7-660f-4094-b0f0-8de9c38c3096;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 14:05:13.507921+00;
da7d6cf2-9554-48e5-ad64-991d330f8328;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 14:06:28.405104+00;
ce4a673a-7b37-4518-987d-e2f852bc28d0;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 14:07:31.169902+00;
24cb2e46-8b34-4f38-9a94-29288a1aff05;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 14:08:40.843684+00;
b56253b1-ffc9-47ab-b960-bfba2388d8dd;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 14:09:52.724013+00;
dd889be3-fd4a-4e66-964b-7e6c4898686f;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 14:11:06.248615+00;
5d376b82-c881-4865-8a48-fd7def26251b;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 14:12:11.388093+00;
90532d4a-6943-45df-a3b0-e0ffbdcde32d;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 14:13:19.963421+00;
798ee43d-0fe3-4c3d-ba55-1a1589a9e72c;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 14:14:53.851804+00;
76a238e1-4ebb-4775-a010-0b1fc2bab0c3;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 20:03:26.862894+00;
9f39d804-f434-445d-8b4f-1cbf91a51b20;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 20:04:38.154835+00;
7059a994-e857-4238-b12b-df9397c6c628;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 20:05:56.346464+00;
d1534521-8ad8-46bf-8a51-8f61c6ca10c4;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 20:07:02.931004+00;
a4d8c06a-8df3-4f10-b5c1-b528a0cbf66e;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 20:08:22.502679+00;
61f83f19-1483-4fbd-a733-1bfd075fb44f;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 20:09:38.965547+00;
56e36683-d3a2-4347-8f5a-da47d3ce0f3b;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 20:12:00.971139+00;
0b97a0c7-e869-4d36-a27f-da334dc7ed79;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-11 20:13:26.991644+00;
3f225726-0247-454c-afb2-2cf7bb992943;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-12 02:03:41.615941+00;
4734c274-433f-4288-b07c-1387558f712d;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-12 02:04:49.282122+00;
a7f26e73-a3d2-49e9-8eeb-a16a2dc305a6;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-12 02:06:10.280505+00;
f34f6f64-1eb4-4390-b63d-5e3207da87e1;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-12 02:07:32.479565+00;
1d9331c5-953e-48d0-a1fa-7950424b314a;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-12 02:08:53.518738+00;
9831f4bc-b596-4dc8-a601-3993f33d7629;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-12 02:10:03.00008+00;
67b77bea-dc7f-424b-ae18-152173c4adb6;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-12 02:11:08.215358+00;
c218aef5-d046-43e3-b409-a4af8c253abf;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-12 02:12:27.665782+00;
4f165798-6ea6-49aa-a3ea-370d5a974deb;;;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;agent;6c9f427a-b261-415b-820a-9c5a3d52a526;agent_executed;lindy.ai workflow: trigger_detected;"{""agent_slug"":""signal_scout"",""auto_registered"":false,""source_platform"":""lindy.ai""}";1;2;0;"[""lindy.ai"",""trigger_detected""]";1.0;;true;pending;;;;2026-02-12 02:13:45.032371+00;
