id;agent_id;agent_slug;external_platform;activity_type;activity_data;target_contact_id;target_company_id;target_deal_id;outcome_type;outcome_value;attributed_to_user_id;deal_room_id;synced_to_hubspot;hubspot_sync_id;created_at;hubspot_sync_error
aea32152-7694-4cf0-949c-e311cd2e5785;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""drhorton.com"",""company_name"":""D.R. Horton, Inc."",""confidence"":92,""priority"":""high"",""signal_title"":""Multiple Building Permits Filed Across Markets"",""source_url"":""https://www.glendaleaz.gov/files/assets/city/v/1/development-services/documents/permit-reports/2026-january-1-hnbp.pdf"",""talking_point"":""I noticed D.R. Horton just filed multiple building permits across your markets. Are you exploring smart building solutions for these new developments?""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-02 21:11:18.160108+00;
a0aa9814-02a5-45ec-81bd-ed3da4f5afb0;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""kbhome.com"",""company_name"":""KB Home"",""confidence"":85,""priority"":""high"",""signal_title"":""KB Home Appoints New CEO Robert McGibney"",""source_url"":""https://finance.yahoo.com/news/kb-home-names-robert-mcgibney-211000009.html"",""talking_point"":""Congratulations on Robert McGibney's appointment as CEO. New leadership often presents opportunities to explore innovative smart building technologies that can differentiate KB Home's developments.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-02 21:12:21.442023+00;
fa23ca5c-4b88-47d9-9abf-62fb4bc9ce3b;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""tishmanspeyer.com"",""company_name"":""Tishman Speyer"",""confidence"":85,""priority"":""high"",""signal_title"":""$24.6M MetLife Building Renovation Permit"",""source_url"":""https://www.bldup.com/posts/new-24-6m-interior-renovation-permit-issued-for-metlife-building-at-200-park-avenue"",""talking_point"":""I saw Tishman Speyer just secured a $24.6M renovation permit for the MetLife Building - perfect timing to discuss how our smart building solutions can maximize ROI on this investment.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-02 21:13:19.270421+00;
5d1e3ab9-618b-4182-8212-16f3de4ab5e7;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""relatedgroup.com"",""company_name"":""Related Group"",""confidence"":85,""priority"":""high"",""signal_title"":""Multiple Building Permits Filed for Major Developments"",""source_url"":""https://floridayimby.com/2025/06/related-group-and-macklowe-properties-plan-two-43-story-residential-towers-at-8000-east-drive-in-north-bay-village.html"",""talking_point"":""I noticed Related Group has several major developments in permitting phase, including the North Bay Village towers. These projects present perfect opportunities to integrate smart building solutions from the ground up.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-02 21:14:17.988738+00;
1e5acc22-fc7f-4996-a1af-44132dfdf1ab;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""lightstonegroup.com"",""company_name"":""Lightstone"",""confidence"":85,""priority"":""high"",""signal_title"":""714-Unit Complex Construction Underway in Bronx"",""source_url"":""https://newyorkyimby.com/2025/01/excavation-underway-for-714-unit-complex-at-355-exterior-street-in-mott-haven-the-bronx.html"",""talking_point"":""I saw Lightstone has construction underway on the 714-unit complex in Mott Haven. With a project of this scale, have you considered how smart building technology could optimize operations and tenant experience?""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-02 21:15:22.640938+00;
37c424b2-902c-4ce4-a85d-fad2b3f9c6fb;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""bozzuto.com"",""company_name"":""Bozzuto"",""confidence"":85,""priority"":""high"",""signal_title"":""Development Permit Filed for 402-Unit Alexandria Tower"",""source_url"":""https://www.bizjournals.com/washington/news/2025/04/09/alexandria-mark-center-apartments-bozzuto-stewart.html"",""talking_point"":""Saw you're moving forward with the Mark Center development in Alexandria. We've helped similar 400+ unit projects integrate smart building solutions during the design phase to optimize operations and tenant experience.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-02 21:17:23.187856+00;
4cc2bb32-e445-47a9-8594-dab8da6af07a;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""gables.com"",""company_name"":""Gables Residential"",""confidence"":85,""priority"":""high"",""signal_title"":""Joint Venture for 243-Unit Colorado Development"",""source_url"":""https://www.globenewswire.com/news-release/2025/07/02/3109549/1924/en/Toll-Brothers-Apartment-Living-and-Gables-Residential-Announce-Joint-Venture-to-Develop-243-Unit-Luxury-Multifamily-Community-in-Littleton-Colorado.html"",""talking_point"":""Congratulations on the Gables Angeline joint venture with Toll Brothers. As you plan this 243-unit luxury community, I'd love to discuss how our smart building solutions can enhance resident experience and operational efficiency from day one.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-02 21:18:30.36822+00;
edd7d95d-1570-4511-bd16-02229bc14e9e;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""lennar.com"",""company_name"":""Lennar"",""confidence"":85,""priority"":""high"",""signal_title"":""$2B City Park Development in Miami-Dade"",""source_url"":""https://floridayimby.com/2025/10/city-park-at-west-kendall-files-application-for-2-billion-990-acre-15-minute-city-development.html"",""talking_point"":""I saw Lennar just filed for the $2B City Park development in Miami-Dade. A project of this scale would benefit tremendously from smart building technology and digital twin solutions from day one.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-10 20:10:39.128384+00;
52e1a8f3-a84f-4513-870e-bc09d021e486;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""drhorton.com"",""company_name"":""D.R. Horton, Inc."",""confidence"":92,""priority"":""high"",""signal_title"":""Multiple Building Permits Filed in January 2026"",""source_url"":""https://www.glendaleaz.gov/files/assets/city/v/1/development-services/documents/permit-reports/2026-january-1-hnbp.pdf"",""talking_point"":""I noticed D.R. Horton has multiple active building permits this month. Are you exploring smart building solutions for these new developments?""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-10 20:11:46.837507+00;
afe4903f-d1b0-4669-9c09-28fe1da430e8;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""kbhome.com"",""company_name"":""KB Home"",""confidence"":90,""priority"":""high"",""signal_title"":""Building Permit Issued for Village 9 Development"",""source_url"":""https://www.placer.ca.gov/Archive.aspx?AMID=61&Type=Recent"",""talking_point"":""I noticed KB Home just received permits for the Village 9 development in Placer County. Are you exploring smart building solutions for this new phase?""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-10 20:12:53.20871+00;
da84add1-1f1f-4d75-8c2f-380cd18846d2;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""tishmanspeyer.com"",""company_name"":""Tishman Speyer"",""confidence"":80,""priority"":""high"",""signal_title"":""$125M South Florida Multifamily Acquisition"",""source_url"":""https://commercialobserver.com/2025/10/tishman-speyer-park-bell-at-broken-sound-boca/"",""talking_point"":""Congratulations on the $125M Boca Raton acquisition! As you integrate this property into your portfolio, our smart building solutions could help optimize operations and tenant experience.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-10 20:13:59.469737+00;
3d238bd0-11e7-4304-b768-5c4c5b2787f8;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""relatedgroup.com"",""company_name"":""Related Group"",""confidence"":85,""priority"":""high"",""signal_title"":""South Bank Residences $150M Project in Permit Review"",""source_url"":""https://www.jaxdailyrecord.com/news/2026/jan/12/downtown-jacksonville-south-bank-residences-in-permit-review-at-150-million/"",""talking_point"":""I saw Related Group's $150M South Bank Residences project just entered permit review in Jacksonville. As you prepare for construction, have you considered how smart building technology could optimize operations and tenant experience from day one?""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-10 20:15:07.361286+00;
00c7b3e0-0949-4b3a-8ef8-a7e22d678722;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""lightstonegroup.com"",""company_name"":""Lightstone"",""confidence"":80,""priority"":""high"",""signal_title"":""714-Unit Bronx Development Under Construction"",""source_url"":""https://newyorkyimby.com/2025/01/excavation-underway-for-714-unit-complex-at-355-exterior-street-in-mott-haven-the-bronx.html"",""talking_point"":""I saw Lightstone broke ground on the 714-unit Bronx project - with a development this size, have you considered how smart building technology could optimize operations and tenant experience?""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-10 20:16:13.613787+00;
c238604a-5f40-4b02-9343-79df518112c9;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""bozzuto.com"",""company_name"":""Bozzuto"",""confidence"":80,""priority"":""high"",""signal_title"":""7-Story Alexandria Apartment Tower Permit Filed"",""source_url"":""https://www.bizjournals.com/washington/news/2025/04/09/alexandria-mark-center-apartments-bozzuto-stewart.html"",""talking_point"":""Congratulations on the Mark Center development approval! With 402 units planned, this would be an ideal project to showcase how smart building technology can enhance resident experience and operational efficiency.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-10 20:18:12.425533+00;
b772c6f2-f7b6-4226-b9a9-8b5acff701e2;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""gables.com"",""company_name"":""Gables Residential"",""confidence"":80,""priority"":""high"",""signal_title"":""New Multifamily and Build-to-Rent Community Openings"",""source_url"":""https://www.enterprisenews.com/press-release/story/62357/gables-residential-celebrates-quick-strides-for-new-multifamily-and-build-to-rent-communities/"",""talking_point"":""Congratulations on your recent community openings! With your expanding portfolio, I'd love to discuss how our smart building solutions can help optimize operations and tenant experience across your new properties.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-10 20:19:16.662122+00;
0a1ef70d-8d63-4b6b-b498-b4ac5ca6d8a4;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""lennar.com"",""company_name"":""Lennar"",""confidence"":85,""priority"":""high"",""signal_title"":""$2B City Park Development Filed in Miami-Dade"",""source_url"":""https://floridayimby.com/2025/10/city-park-at-west-kendall-files-application-for-2-billion-990-acre-15-minute-city-development.html"",""talking_point"":""I saw Lennar just filed for the $2B City Park project - a 15-minute city concept. Smart cities like this are exactly where digital twin technology creates the most value. Would love to show you how other developers are using our platform to optimize operations across large-scale developments like this.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 02:04:53.643241+00;
1fe51e72-3ff7-48f7-a93f-6bf954cadf6d;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""drhorton.com"",""company_name"":""D.R. Horton, Inc."",""confidence"":92,""priority"":""high"",""signal_title"":""Multiple Building Permits Issued Q4 2025 - Q1 2026"",""source_url"":""https://aca-prod.accela.com/CHESAPEAKE/Report/ReportParameter.aspx?module=Building&reportID=5245&reportType=LINK_REPORT_LIST"",""talking_point"":""I noticed D.R. Horton has several active building permits across multiple markets. Are you exploring smart building solutions for these new developments?""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 02:06:12.345417+00;
0afc3303-9771-41db-b4cc-6fb4a3eabc8c;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""kbhome.com"",""company_name"":""KB Home"",""confidence"":85,""priority"":""high"",""signal_title"":""KB Home Acquires 38.6 Acres in Las Vegas for 299 New Homes"",""source_url"":""https://www.reviewjournal.com/business/housing/new-community-in-las-vegas-planned-for-3500-homes-bags-first-land-sale-to-builder-3605778/"",""talking_point"":""Congratulations on the new Las Vegas acquisition! With 299 homes planned, this could be perfect timing to discuss how our smart building solutions can differentiate your community and optimize operations from day one.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 02:07:20.924755+00;
75067884-9557-40f7-9ec3-8bde9d7ab0a7;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""tishmanspeyer.com"",""company_name"":""Tishman Speyer"",""confidence"":85,""priority"":""high"",""signal_title"":""Tishman Speyer Doubles Down on South Florida With $125M Multifamily Purchase"",""source_url"":""https://commercialobserver.com/2025/10/tishman-speyer-park-bell-at-broken-sound-boca/"",""talking_point"":""Congratulations on the $125M Boca Raton acquisition! As you integrate this new multifamily asset, our smart building solutions could help optimize operations and tenant experience across your expanding South Florida portfolio.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 02:08:35.926822+00;
dbe990f6-f03a-41e0-82c2-a599c723c7fb;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""relatedgroup.com"",""company_name"":""Related Group"",""confidence"":90,""priority"":""high"",""signal_title"":""Related Group Acquires $82.5M Aventura Property for Redevelopment"",""source_url"":""https://traded.co/blog/related-group-and-13th-floor-plan-409-unit-condo-redevelopment-in-aventura/"",""talking_point"":""Congratulations on the $82.5M Aventura acquisition! As you redevelop Arium Lincoln Pointe into luxury condos, our smart building solutions could help differentiate your units and optimize operations.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 02:09:45.514217+00;
fbec1469-eb8d-4db4-acb2-bfaa4092d6fe;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""lightstonegroup.com"",""company_name"":""Lightstone"",""confidence"":85,""priority"":""high"",""signal_title"":""714-Unit Complex Construction Underway in Bronx"",""source_url"":""https://newyorkyimby.com/2025/01/excavation-underway-for-714-unit-complex-at-355-exterior-street-in-mott-haven-the-bronx.html"",""talking_point"":""I saw Lightstone has broken ground on the 714-unit complex in Mott Haven - with a project of that scale, optimizing building operations and tenant experience through smart building technology could deliver substantial ROI.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 02:10:51.120732+00;
bb952713-828b-4df8-a039-b5cc302e4c8a;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""bozzuto.com"",""company_name"":""Bozzuto"",""confidence"":80,""priority"":""high"",""signal_title"":""7-story, 402-unit apartment building planned for Alexandria"",""source_url"":""https://www.alxnow.com/2025/09/29/7-story-402-unit-apartment-building-on-mark-center-drive-heads-to-planning-commission/"",""talking_point"":""I saw Bozzuto is moving forward with the 402-unit Mark Center Drive project in Alexandria. With a development of this scale, have you considered how smart building technology could optimize operations and resident experience from day one?""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 02:12:44.205995+00;
7ce351c1-8fa0-4840-95df-51621af362c3;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""gables.com"",""company_name"":""Gables Residential"",""confidence"":85,""priority"":""high"",""signal_title"":""Joint Venture for 243-Unit Luxury Development in Colorado"",""source_url"":""https://www.globenewswire.com/news-release/2025/07/02/3109549/1924/en/Toll-Brothers-Apartment-Living-and-Gables-Residential-Announce-Joint-Venture-to-Develop-243-Unit-Luxury-Multifamily-Community-in-Littleton-Colorado.html"",""talking_point"":""Congratulations on the Littleton joint venture with Toll Brothers. With a 243-unit luxury development launching, this could be the perfect time to discuss how our smart building solutions can differentiate your property and optimize operations from day one.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 02:14:01.695491+00;
5a19a209-a443-49a9-b92f-16b7ffde3e6d;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""lennar.com"",""company_name"":""Lennar"",""confidence"":85,""priority"":""high"",""signal_title"":""Lennar Files $2B City Park Development Application"",""source_url"":""https://floridayimby.com/2025/10/city-park-at-west-kendall-files-application-for-2-billion-990-acre-15-minute-city-development.html"",""talking_point"":""Congratulations on the City Park development filing! A project of this scale would benefit tremendously from our smart building platform to optimize operations across 990 acres.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 08:03:16.563746+00;
908fd0fd-12aa-4d43-9440-962b05b487bd;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""drhorton.com"",""company_name"":""D.R. Horton, Inc."",""confidence"":92,""priority"":""high"",""signal_title"":""Multiple Building Permits Issued January 2026"",""source_url"":""https://www.glendaleaz.gov/files/assets/city/v/1/development-services/documents/permit-reports/2026-january-1-hnbp.pdf"",""talking_point"":""I noticed D.R. Horton has multiple active building permits across several markets this month. Are you exploring smart building solutions for these new developments to enhance operational efficiency and resident experience?""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 08:04:28.51985+00;
d965c2b9-51f1-4e30-8e60-7f6d887e6aed;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""kbhome.com"",""company_name"":""KB Home"",""confidence"":85,""priority"":""medium"",""signal_title"":""KB Home Names Robert McGibney as New CEO"",""source_url"":""https://www.barchart.com/story/news/37282228/kb-home-names-robert-mcgibney-chief-executive-officer"",""talking_point"":""Congratulations on Robert McGibney's promotion to CEO! Leadership transitions are perfect opportunities to evaluate how smart building technology can support KB Home's operational goals and enhance your competitive advantage in the market.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 08:05:30.161799+00;
149f8b3e-de97-4fa7-867e-2fa98cd8cafd;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""tishmanspeyer.com"",""company_name"":""Tishman Speyer"",""confidence"":85,""priority"":""high"",""signal_title"":""First NYC Office Acquisition Since 2019"",""source_url"":""https://newyorkyimby.com/2025/06/tishman-speyer-completes-acquisition-of-148-lafayette-street-in-soho-manhattan.html"",""talking_point"":""Congratulations on the 148 Lafayette acquisition - your first NYC office buy since 2019. As you integrate this SoHo property, have you considered how smart building technology could enhance tenant experience and operational efficiency?""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 08:06:41.41407+00;
72749753-26e4-414a-95c7-66a560428ad0;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""relatedgroup.com"",""company_name"":""Related Group"",""confidence"":85,""priority"":""high"",""signal_title"":""South Bank Residences $150M Project in Permit Review"",""source_url"":""https://www.jaxdailyrecord.com/news/2026/jan/12/downtown-jacksonville-south-bank-residences-in-permit-review-at-150-million/"",""talking_point"":""I saw Related Group's $150M South Bank Residences project just entered permit review in Jacksonville. As you move toward construction, have you considered how smart building technology could optimize operations and tenant experience for this flagship development?""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 08:07:49.085563+00;
e8aec46c-e8da-422d-953d-f47fea8763aa;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""lightstonegroup.com"",""company_name"":""Lightstone"",""confidence"":85,""priority"":""high"",""signal_title"":""714-Unit Complex Construction Underway in Bronx"",""source_url"":""https://newyorkyimby.com/2025/01/excavation-underway-for-714-unit-complex-at-355-exterior-street-in-mott-haven-the-bronx.html"",""talking_point"":""I saw Lightstone broke ground on the 714-unit complex in Mott Haven - with a project this size, have you considered how smart building technology could optimize operations and tenant experience?""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 08:08:49.6339+00;
859ac546-6e6a-4197-827a-92128cc24ccc;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""bozzuto.com"",""company_name"":""Bozzuto"",""confidence"":85,""priority"":""high"",""signal_title"":""Bozzuto Partners with Invesco on $1B Multifamily Investment Program"",""source_url"":""https://www.prnewswire.com/news-releases/invesco-real-estate-and-bozzuto-establish-investment-program-with-1b-deployment-capacity-for-east-coast-multifamily-assets-302508252.html"",""talking_point"":""Congratulations on the $1B Invesco partnership! With your aggressive East Coast expansion, I'd love to discuss how our smart building solutions can optimize operations across your growing portfolio.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 08:10:42.151795+00;
0ecde6ed-66d6-4cef-bf91-164c5ba99ca9;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""gables.com"",""company_name"":""Gables Residential"",""confidence"":75,""priority"":""high"",""signal_title"":""Joint Venture with Toll Brothers for 243-Unit Luxury Development"",""source_url"":""https://yieldpro.com/2025/07/gables-angeline/"",""talking_point"":""Congratulations on the Gables Angeline joint venture with Toll Brothers. As you expand into Colorado's luxury market, smart building technology could differentiate your 243-unit community and optimize operational efficiency.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 08:11:50.021062+00;
8d61ab99-5fa7-48f3-ad90-56393a17a128;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""lennar.com"",""company_name"":""Lennar"",""confidence"":85,""priority"":""high"",""signal_title"":""Lennar JV Acquires $232M Irvine Office Campus for Development"",""source_url"":""https://www.ocbj.com/newsletter-feed/lennar-backed-jv-buys-irvine-office-campus-for-232m/"",""talking_point"":""Congratulations on the Irvine campus acquisition! As you plan the residential redevelopment, our smart building solutions could help maximize property value and operational efficiency from day one.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 14:05:10.892995+00;
4a449e97-455c-44ec-be6b-4b077b4986d4;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""drhorton.com"",""company_name"":""D.R. Horton, Inc."",""confidence"":92,""priority"":""high"",""signal_title"":""Multiple Building Permits Issued Across Markets"",""source_url"":""https://www.glendaleaz.gov/files/assets/city/v/2/development-services/documents/permit-reports/2026-january-4-hnbp.pdf"",""talking_point"":""I noticed D.R. Horton has multiple active building permits across several markets. Are you exploring smart building solutions for these new construction projects?""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 14:06:26.629384+00;
c49953ad-b70d-4f9c-8ec8-a6d122eb78e3;;signal_scout;lindy_ai;trigger_detected;"{""company_domain"":""kbhome.com"",""company_name"":""KB Home"",""confidence"":85,""priority"":""medium"",""signal_title"":""KB Home Names Robert McGibney as New CEO"",""source_url"":""https://www.gurufocus.com/news/8560588/kb-home-names-robert-mcgibney-chief-executive-officer"",""talking_point"":""Congratulations on Robert McGibney's appointment as CEO! New leadership often brings fresh perspectives on technology investments. I'd love to share how our smart building solutions have helped other homebuilders like KB Home optimize operations and enhance buyer experiences.""}";;;;trigger_detected;0;;a1b2c3d4-e5f6-7890-abcd-ef1234567890;false;;2026-02-11 14:07:29.547001+00;
