id;event_id;subscription_type;object_id;portal_id;property_name;property_value;occurred_at;processed;processed_at;processing_result;error_message;created_at
8bc10a64-109d-4817-a562-9d606b03f313;3903773679;object.propertyChange;48988322563;7005509;dealstage;closedwon;2026-01-21 17:59:46.624+00;true;2026-01-21 17:59:50.016+00;"{""message"":""Deal 48988322563 synced. No pending confirmations"",""processed"":true}";;2026-01-21 17:59:48.055155+00
388f106a-36a1-44c5-abf4-312778cb314e;2422699761;object.creation;395217077983;7005509;;;2026-01-22 14:08:18.813+00;true;2026-01-22 14:08:22.01+00;"{""message"":""Contact 395217077983 synced from generic creation"",""processed"":true}";;2026-01-22 14:08:20.824701+00
fc4b9411-c0f5-475a-86c6-9dad4b3da19f;1412706745;object.creation;393789941452;7005509;;;2026-01-21 17:59:53.174+00;true;2026-01-21 17:59:55.485+00;"{""message"":""Contact 393789941452 synced from generic creation"",""processed"":true}";;2026-01-21 17:59:54.371456+00
26dbb182-2ac9-4628-bb09-b380fbcf2359;3130139118;object.creation;266840846070;7005509;;;2026-01-21 17:59:53.693+00;true;2026-01-21 17:59:55.655+00;"{""message"":""Company 266840846070 synced from generic creation"",""processed"":true}";;2026-01-21 17:59:54.769526+00
aadd322e-0851-4681-bd23-53839e6be5d3;3054220216;object.creation;270333220597;7005509;;;2026-01-21 18:08:15.683+00;true;2026-01-21 18:08:19.148+00;"{""message"":""Deal 270333220597 synced from generic creation"",""processed"":true}";;2026-01-21 18:08:18.217622+00
bc490eca-8fca-4044-8ee4-8f59715e30eb;709859478;object.creation;390062934751;7005509;;;2026-01-22 14:36:17.286+00;true;2026-01-22 14:36:20.189+00;"{""message"":""Contact 390062934751 synced from generic creation"",""processed"":true}";;2026-01-22 14:36:19.27933+00
a0948f1a-6e6d-42da-a131-0242a186b853;2604536015;object.propertyChange;270333220597;7005509;dealstage;presentationscheduled;2026-01-21 18:08:15.683+00;true;2026-01-21 18:08:20.331+00;"{""message"":""Deal 270333220597 synced. Stage \""presentationscheduled\"" does not trigger payout"",""processed"":true}";;2026-01-21 18:08:19.507614+00
a98ab7e1-0c87-40ae-918f-317dba6135d8;383661902;object.creation;267965373158;7005509;;;2026-01-22 14:36:17.866+00;true;2026-01-22 14:36:20.837+00;"{""message"":""Company 267965373158 synced from generic creation"",""processed"":true}";;2026-01-22 14:36:19.546694+00
7170125b-cd97-403f-a119-18dd54b036b7;1676629192;object.creation;393971387082;7005509;;;2026-01-21 18:17:32.75+00;true;2026-01-21 18:17:34.796+00;"{""message"":""Contact 393971387082 synced from generic creation"",""processed"":true}";;2026-01-21 18:17:33.984489+00
8af78263-9f23-4f98-b7c1-35c4a1b3f7c4;541335466;object.creation;393971387081;7005509;;;2026-01-21 18:17:32.75+00;true;2026-01-21 18:17:35.832+00;"{""message"":""Contact 393971387081 synced from generic creation"",""processed"":true}";;2026-01-21 18:17:35.155614+00
efa9935c-15db-407a-8be7-c5edf83360c0;1670668276;object.creation;267668377328;7005509;;;2026-01-22 15:09:17.639+00;true;2026-01-22 15:09:20.897+00;"{""message"":""Deal 267668377328 synced from generic creation"",""processed"":true}";;2026-01-22 15:09:19.299211+00
bc941279-307f-48c8-a862-ff3db2b6169b;1426718784;object.creation;393728936636;7005509;;;2026-01-21 18:57:14.842+00;true;2026-01-21 18:57:17.449+00;"{""message"":""Contact 393728936636 synced from generic creation"",""processed"":true}";;2026-01-21 18:57:16.339354+00
cdf84905-9276-41cc-a205-6e477c826866;3895691832;object.creation;393971399360;7005509;;;2026-01-21 19:04:47.021+00;true;2026-01-21 19:04:50.205+00;"{""message"":""Contact 393971399360 synced from generic creation"",""processed"":true}";;2026-01-21 19:04:49.334277+00
1e0301ce-2b97-4741-bc70-6115c5f03020;1133763619;object.propertyChange;267668377328;7005509;dealstage;closedwon;2026-01-22 15:09:17.639+00;true;2026-01-22 15:09:24.842+00;"{""message"":""Deal 267668377328 synced. No pending confirmations"",""processed"":true}";;2026-01-22 15:09:21.634471+00
51a256cc-9140-45c9-925d-0350e21621d8;1177303208;object.creation;393971403501;7005509;;;2026-01-21 19:17:17.947+00;true;2026-01-21 19:17:20.352+00;"{""message"":""Contact 393971403501 synced from generic creation"",""processed"":true}";;2026-01-21 19:17:19.564604+00
127f87f1-1094-479b-9416-72244a8c5f25;3523047700;object.creation;393728953047;7005509;;;2026-01-21 19:27:21.086+00;true;2026-01-21 19:27:23.625+00;"{""message"":""Contact 393728953047 synced from generic creation"",""processed"":true}";;2026-01-21 19:27:22.846341+00
a932f251-59b8-4a41-8fe2-5eb5baad9010;755728209;object.creation;392372446969;7005509;;;2026-01-22 15:34:56.758+00;true;2026-01-22 15:34:59.869+00;"{""message"":""Contact 392372446969 synced from generic creation"",""processed"":true}";;2026-01-22 15:34:58.496248+00
dd1e3d3a-9453-414c-ad14-73cc91ee53cf;3117483337;object.propertyChange;264148536025;7005509;dealstage;closedwon;2026-01-21 19:54:49.752+00;true;2026-01-21 19:54:53.604+00;"{""message"":""Deal 264148536025 synced. No pending confirmations"",""processed"":true}";;2026-01-21 19:54:51.19599+00
7847ce3e-0872-47c1-8248-34ba0fd2747f;200261303;object.creation;392526150366;7005509;;;2026-01-21 21:16:04.424+00;true;2026-01-21 21:16:07.227+00;"{""message"":""Contact 392526150366 synced from generic creation"",""processed"":true}";;2026-01-21 21:16:06.141302+00
4ae07192-433b-412f-92e9-64ff2810b095;777042645;object.propertyChange;267595572982;7005509;dealstage;closedwon;2026-01-22 16:02:49.584+00;true;2026-01-22 16:02:53.498+00;"{""message"":""Deal 267595572982 synced. No pending confirmations"",""processed"":true}";;2026-01-22 16:02:50.936432+00
8db2e200-9037-4ea2-adb3-dae4e76fed3c;700384172;object.creation;392372345583;7005509;;;2026-01-21 21:26:35.277+00;true;2026-01-21 21:26:38.01+00;"{""message"":""Contact 392372345583 synced from generic creation"",""processed"":true}";;2026-01-21 21:26:36.813949+00
e5b37cce-da2e-4b04-854e-b95cecc4b3d8;1013731746;object.creation;270529655531;7005509;;;2026-01-21 22:37:00.534+00;true;2026-01-21 22:37:03.484+00;"{""message"":""Deal 270529655531 synced from generic creation"",""processed"":true}";;2026-01-21 22:37:02.056839+00
9db34a6d-e504-4c79-b612-c83e307e426b;2231370595;object.creation;390062240500;7005509;;;2026-01-22 16:29:57.726+00;true;2026-01-22 16:30:01.685+00;"{""message"":""Contact 390062240500 synced from generic creation"",""processed"":true}";;2026-01-22 16:30:00.540733+00
dcd190ce-e524-4126-a1d7-95fa6ee8203b;3254814366;object.propertyChange;270529655531;7005509;dealstage;closedwon;2026-01-21 22:37:00.534+00;true;2026-01-21 22:37:05.424+00;"{""message"":""Deal 270529655531 synced. No pending confirmations"",""processed"":true}";;2026-01-21 22:37:03.821807+00
19001a31-af13-4010-a233-26cfb830fed5;3831277508;object.propertyChange;267448883932;7005509;dealstage;closedwon;2026-01-22 17:12:59.474+00;true;2026-01-22 17:13:03.94+00;"{""message"":""Deal 267448883932 synced. No pending confirmations"",""processed"":true}";;2026-01-22 17:13:01.36444+00
f070ff15-5dd5-4d88-ac31-4821fe60332a;4283990173;object.creation;267448883932;7005509;;;2026-01-22 17:12:59.474+00;true;2026-01-22 17:13:05.45+00;"{""message"":""Deal 267448883932 synced from generic creation"",""processed"":true}";;2026-01-22 17:13:04.623392+00
818f2fe4-2dfe-4337-91cb-1c3b686ac58b;2302672199;object.creation;395221416689;7005509;;;2026-01-22 17:15:10.432+00;true;2026-01-22 17:15:12.757+00;"{""message"":""Contact 395221416689 synced from generic creation"",""processed"":true}";;2026-01-22 17:15:11.992194+00
e39f9dcf-8a27-41ba-bd36-4b8ce27b74b6;2884462555;object.creation;393729111776;7005509;;;2026-01-22 17:36:56.573+00;true;2026-01-22 17:36:59.206+00;"{""message"":""Contact 393729111776 synced from generic creation"",""processed"":true}";;2026-01-22 17:36:58.040475+00
1f3d1ba4-127c-4a73-b134-ab9b2db518d6;575902106;object.propertyChange;279884768984;7005509;dealstage;closedwon;2026-02-02 21:20:13.563+00;true;2026-02-02 21:20:17.669+00;"{""message"":""Deal 279884768984 synced. No pending confirmations"",""processed"":true}";;2026-02-02 21:20:15.833386+00
7a3c7cad-13c8-4ffe-b414-2f1d6160140c;147226015;object.creation;272489695934;7005509;;;2026-01-28 08:00:57.494+00;true;2026-01-28 08:01:01.71+00;"{""message"":""Company 272489695934 synced from generic creation"",""processed"":true}";;2026-01-28 08:00:59.984684+00
d0b06dfa-e707-437c-861c-1753d69b67f6;3973573778;object.creation;272787867367;7005509;;;2026-01-28 09:00:46.005+00;true;2026-01-28 09:00:48.613+00;"{""message"":""Company 272787867367 synced from generic creation"",""processed"":true}";;2026-01-28 09:00:47.421667+00
ecd31b5e-4048-4e87-9c0c-9cb7fd17fabc;2105354775;object.creation;272633767652;7005509;;;2026-01-28 09:35:10.623+00;true;2026-01-28 09:35:13.949+00;"{""message"":""Company 272633767652 synced from generic creation"",""processed"":true}";;2026-01-28 09:35:12.521633+00
dfec91c2-27d7-4565-b616-8a93f26f7174;3217133151;object.creation;401723924190;7005509;;;2026-01-28 14:08:18.886+00;true;2026-01-28 14:08:21.042+00;"{""message"":""Contact 401723924190 synced from generic creation"",""processed"":true}";;2026-01-28 14:08:20.136361+00
74366bf3-076e-4f7e-a5fc-bccafb8f8db4;3709968313;object.creation;276705618663;7005509;;;2026-01-28 16:36:00.838+00;true;2026-01-28 16:36:02.972+00;"{""message"":""Deal 276705618663 synced from generic creation"",""processed"":true}";;2026-01-28 16:36:02.068953+00
ad9a9da7-a0d2-41df-92fb-835c44a8dd14;258804086;object.propertyChange;267213784778;7005509;dealstage;closedwon;2026-01-28 16:52:51.02+00;true;2026-01-28 16:52:54.694+00;"{""message"":""Deal 267213784778 synced. No pending confirmations"",""processed"":true}";;2026-01-28 16:52:52.395686+00
abd64c43-3a3c-4aba-bc06-85a2ebc6a5c9;4041819736;object.creation;276770950858;7005509;;;2026-01-28 17:08:02.917+00;true;2026-01-28 17:08:05.37+00;"{""message"":""Deal 276770950858 synced from generic creation"",""processed"":true}";;2026-01-28 17:08:04.44023+00
a5c1cd8c-786f-4a6c-b1dc-6f4d3e86ffaf;3862238395;object.creation;403747272407;7005509;;;2026-01-28 21:58:19.782+00;true;2026-01-28 21:58:22.808+00;"{""message"":""Contact 403747272407 synced from generic creation"",""processed"":true}";;2026-01-28 21:58:22.082282+00
fd255bfc-b2cd-4f32-86ea-b3949e16298e;1424277012;object.creation;277229542120;7005509;;;2026-01-28 22:33:56.025+00;true;2026-01-28 22:33:58.913+00;"{""message"":""Deal 277229542120 synced from generic creation"",""processed"":true}";;2026-01-28 22:33:57.821596+00
629c543c-8ce3-41c7-9cd5-fcf753e4cf7d;1168572934;object.propertyChange;277229542120;7005509;dealstage;decisionmakerboughtin;2026-01-28 22:33:56.025+00;true;2026-01-28 22:34:00.664+00;"{""message"":""Deal 277229542120 synced. Stage \""decisionmakerboughtin\"" does not trigger payout"",""processed"":true}";;2026-01-28 22:33:59.730842+00
7064b510-ecf2-43f4-ac21-781ef6d206e5;1177567048;object.propertyChange;277229546211;7005509;dealstage;presentationscheduled;2026-01-28 23:17:34.616+00;true;2026-01-28 23:17:37.168+00;"{""message"":""Deal 277229546211 synced. Stage \""presentationscheduled\"" does not trigger payout"",""processed"":true}";;2026-01-28 23:17:36.045456+00
c3841196-b86e-4783-ab65-1f83fb54c9e9;2365861917;object.creation;273780442856;7005509;;;2026-01-29 08:03:58.601+00;true;2026-01-29 08:04:02.607+00;"{""message"":""Company 273780442856 synced from generic creation"",""processed"":true}";;2026-01-29 08:04:01.463237+00
c702214c-784a-467c-aef4-ed5bd105553b;4048344509;object.creation;274337090265;7005509;;;2026-01-29 09:28:19.661+00;true;2026-01-29 09:28:22.749+00;"{""message"":""Company 274337090265 synced from generic creation"",""processed"":true}";;2026-01-29 09:28:21.340937+00
e63916ea-aca7-440a-a98a-bed8962efb75;3528908578;object.creation;274334214843;7005509;;;2026-01-29 09:49:15.766+00;true;2026-01-29 09:49:18.465+00;"{""message"":""Company 274334214843 synced from generic creation"",""processed"":true}";;2026-01-29 09:49:17.353523+00
d54baac1-fbfe-4bf4-b8da-367004a70c62;2854110828;object.creation;403935976132;7005509;;;2026-01-29 14:00:46.33+00;true;2026-01-29 14:00:48.92+00;"{""message"":""Contact 403935976132 synced from generic creation"",""processed"":true}";;2026-01-29 14:00:47.971634+00
e9b9fb92-9962-47dc-bffe-3a948d08ea00;1842663446;object.creation;403790762718;7005509;;;2026-01-29 15:19:37.9+00;true;2026-01-29 15:19:40.464+00;"{""message"":""Contact 403790762718 synced from generic creation"",""processed"":true}";;2026-01-29 15:19:39.523906+00
7352af3a-c5b5-495f-ad3b-b67f9c0b7c94;517376210;object.creation;277854585591;7005509;;;2026-01-29 16:31:54.318+00;true;2026-01-29 16:31:57.479+00;"{""message"":""Deal 277854585591 synced from generic creation"",""processed"":true}";;2026-01-29 16:31:55.949112+00
220619df-b60b-445b-beca-f17360f56915;1691022844;object.propertyChange;277854585591;7005509;dealstage;3524886;2026-01-29 16:31:54.318+00;true;2026-01-29 16:31:59.378+00;"{""message"":""Deal 277854585591 synced. Stage \""3524886\"" does not trigger payout"",""processed"":true}";;2026-01-29 16:31:58.28153+00
c2126e5e-f4a1-4a92-84e2-785ca0f941af;4046324965;object.creation;403792209597;7005509;;;2026-01-29 16:33:01.287+00;true;2026-01-29 16:33:03.387+00;"{""message"":""Contact 403792209597 synced from generic creation"",""processed"":true}";;2026-01-29 16:33:02.401827+00
2fbb640f-2b21-451c-a39f-e2999526f390;3790658628;object.creation;403936000708;7005509;;;2026-01-29 16:39:38.913+00;true;2026-01-29 16:39:43.651+00;"{""message"":""Contact 403936000708 synced from generic creation"",""processed"":true}";;2026-01-29 16:39:42.31103+00
60a60e33-e529-4bc9-b92f-c19ad9d107fc;3366571555;object.propertyChange;277231055574;7005509;dealstage;presentationscheduled;2026-01-29 17:27:24.612+00;true;2026-01-29 17:27:27.735+00;"{""message"":""Deal 277231055574 synced. Stage \""presentationscheduled\"" does not trigger payout"",""processed"":true}";;2026-01-29 17:27:26.271585+00
26e883d5-235f-4e33-9e16-50fa3c480d42;880457024;object.creation;277231055574;7005509;;;2026-01-29 17:27:24.612+00;true;2026-01-29 17:27:29.149+00;"{""message"":""Deal 277231055574 synced from generic creation"",""processed"":true}";;2026-01-29 17:27:28.210079+00
