id;module_name;feature_name;page_path;component_path;edge_function;database_tables;status;issues;notes;priority;estimated_hours;completed_at;last_audited_at;created_at;updated_at
0d2c0be5-0620-464b-993e-a7e006acf9ed;messaging;Call History;;src/components/CallHistory.tsx;;;mock_only;"[""Shows empty state""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
c2e1b370-d89a-42b9-99b0-add56dc16ff5;ai;AI Assistant Chat;/dashboard;src/components/AIAssistant.tsx;;;complete;[];Uses Lovable API;1;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
d373ebfc-fff4-45c8-8d57-13754945316f;ai;AI Receptionist;;src/components/AIReceptionist.tsx;;;partial;"[""Config saves but no phone integration""]";;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
862e9faa-1ced-4aa7-a161-91008b6bd374;ai;AI Intelligence Center;/ai-intelligence;src/pages/AIIntelligence.tsx;;;complete;[];;2;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
9103be72-95c3-407c-95e7-b43e53a1eb35;ai;Proactive Notifications;;src/components/ai/AINotificationsPanel.tsx;;;complete;[];;2;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
e7457bae-ec9b-4bb1-a876-eb07e75df6c6;ai;Message Feedback;;src/components/ai/AIMessageFeedback.tsx;;;complete;[];;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
a642d253-39f9-4162-83ac-1e3dbedc07bb;ai;Recommendations Engine;;src/components/RecommendationsPanel.tsx;;;partial;"[""Generates but not personalized""]";;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
1eb9c275-33b6-40e6-9031-5fd9ad6a1360;billing;Bill Upload;;src/components/billing/BillUploadDialog.tsx;;;complete;[];;2;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
153c71cf-7d3b-4657-ae82-f8e4a8314372;billing;Bill Analysis;;src/components/billing/BillAnalysisPanel.tsx;;;complete;[];AI-powered;2;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
e09913b3-1313-4f48-b564-0dbe1ff68780;billing;Model Usage Stats;;src/components/billing/ModelUsageStats.tsx;;;partial;"[""Shows data but not linked to real usage""]";;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
7a63d483-3941-4f08-a059-8c3c70dd989d;billing;Stripe Checkout;/ai-gift-cards;supabase/functions/create-checkout;;;complete;[];;1;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
2b092947-ad76-4b91-a136-1fc283570314;billing;Subscription Management;/admin;src/pages/AdminPanel.tsx;;;mock_only;"[""No Stripe customer portal link""]";;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
9f339070-ea82-4408-8c65-000c6191ee65;gift_cards;Product Catalog;/ai-gift-cards;src/pages/AIGiftCards.tsx;;;complete;[];;1;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
dddec1fc-09f4-498e-9cae-c5879895eaf6;gift_cards;Checkout Flow;/ai-gift-cards;src/pages/AIGiftCards.tsx;;;complete;[];;1;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
a4d86c6c-af4a-4186-b071-6734743882c2;gift_cards;Claim Flow;/claim;src/pages/ClaimGiftCard.tsx;;;complete;[];;1;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
3e68d76b-ddde-4040-8ac9-bc48d23b81a7;gift_cards;Redemption;/redeem/:code;src/pages/RedeemCard.tsx;;;complete;[];;1;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
ade0bc77-7f63-4ff7-8e5f-e545d24e5854;gift_cards;Card Verification;;src/components/CardVerification.tsx;;;complete;[];;2;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
64b4531c-455a-41be-a96f-bf9d0eb93a72;gift_cards;Provider Portal;/provider-dashboard;src/pages/ProviderDashboard.tsx;;;partial;"[""Dashboard works but no payout integration""]";;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
f3b892ee-b545-4555-8df7-4e5551df9b92;gift_cards;Admin Pricing;/admin/gift-cards-pricing;src/pages/AdminGiftCardsPricing.tsx;;;complete;[];;2;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
86e5ca31-d558-47b3-bc49-2da6a8f2578e;business_cards;Card Creator;/business-cards;src/components/BusinessCardCreator.tsx;;;complete;[];;2;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
565054a2-ab8f-48f0-9859-8e322eb26282;business_cards;Card Display/Share;;src/components/BusinessCardDisplay.tsx;;;complete;[];;2;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
8c44ff3a-2312-40d8-b5b9-72d77b53ba46;business_cards;Card Trading;;src/components/CardTradingModal.tsx;;;partial;"[""Trade request works but no notification""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
42be72f4-071f-4c48-a7f9-d513d7bffe2f;business_cards;NFT Minting;;src/components/NFTMintingModal.tsx;;;mock_only;"[""UI only, no blockchain integration""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
3cc9ebb5-151c-44d1-97d7-503466326003;driveby;Lead Capture;/driveby-intelligence;src/components/driveby/DriveByCapture.tsx;;;complete;[];;2;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
44329599-a320-40a1-92b1-dbdbe4078aef;driveby;Leads List;/driveby-intelligence;src/components/driveby/DriveByLeads.tsx;;;complete;[];;2;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
b394c775-913d-40b7-befa-e8422aabb12c;driveby;Company Selector;;src/components/driveby/CompanySelector.tsx;;;complete;[];;2;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
61185a2c-4e11-4d70-a5e8-dd3ed4f31a1a;driveby;Lead Conversion;;supabase/functions/driveby-convert;;;complete;[];;2;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
ece42bba-eac3-4412-a601-c73700b9f2f9;driveby;Automated Outreach;;supabase/functions/driveby-outreach;;;mock_only;"[""Edge function exists but email not sent""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
73e5985f-148b-4d18-bee8-ad48e76b000d;driveby;Work Items Queue;;src/components/driveby/DriveByWorkItems.tsx;;;partial;"[""CRUD works but no assignment logic""]";;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
d9a30536-9712-4561-b73a-6d7fbd057dd6;grid;Grid Dashboard;/the-grid;src/pages/TheGrid.tsx;;;mock_only;"[""Static demo data"",""No real-time grid data""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
0a679758-60d1-4579-999c-f8fe55677705;grid;Grid Analytics;/grid-analytics;src/pages/GridAnalytics.tsx;;;mock_only;"[""Hardcoded sample data arrays""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
be5cfdef-3953-4289-8c69-a61e01987629;grid;SCADA Interface;/grid-scada;src/pages/GridSCADA.tsx;;;mock_only;"[""UI mockup only""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
7b26e5c2-898f-4ff8-84cc-a4479d26741d;grid;Storage Management;/grid-storage;src/pages/GridStorage.tsx;;;mock_only;"[""No battery data integration""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
90f0690b-1e79-4c6e-a373-11baa027d18c;grid;Demand Response;/grid-demand-response;src/pages/GridDemandResponse.tsx;;;mock_only;"[""Static programs list""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
8b85caed-bda7-4131-bde9-32945175e014;workflows;Workflow Builder;/workflows;src/components/workflows/WorkflowBuilder.tsx;;;partial;"[""Can create but execution limited""]";;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
8faa9f11-7d3d-4599-a4e1-5cf45aba25ce;workflows;Template Gallery;;src/components/workflows/TemplateGallery.tsx;;;partial;"[""Templates load but not installable""]";;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
18e32592-a345-4739-bb95-5056fb00eecb;workflows;AI Workflow Generator;;src/components/workflows/AIWorkflowGenerator.tsx;;;partial;"[""Generates but does not save""]";;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
7a1f7a05-5a27-4801-8c54-b37669262111;workflows;Workflow Execution;;supabase/functions/execute-workflow;;;partial;"[""Basic steps work, no complex logic""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
8e3db429-0d30-4aca-8ff7-cbc443e1b13a;workflows;Lindy Integration;;src/components/LindyIntegration.tsx;;;mock_only;"[""API key field but no real integration""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
3ac19f9a-634b-454b-aebe-84532a9e86b8;ip_launch;Patent Start;/ip-launch/patent;src/pages/IPLaunchPatentStart.tsx;;;partial;"[""Form works, AI search partial""]";;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
d147c2be-48e5-4783-b68d-507f4e003338;ip_launch;Trademark Start;/ip-launch/trademark;src/pages/IPLaunchTrademarkStart.tsx;;;partial;"[""Form works, AI search partial""]";;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
7b25f0f5-c1e1-47d0-bcb6-1e1e855b1fbf;ip_launch;Document Vault;/ip-launch/vault;src/pages/IPLaunchVault.tsx;;;complete;[];;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
2a3215c3-3cc7-48a6-a0e4-111ad46777ae;ip_launch;Application Tracking;/ip-launch/applications;src/pages/MyApplications.tsx;;;partial;"[""List works but status updates manual""]";;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
6049822e-d6ff-4e6a-9f0d-ebf98dbb6c67;ip_launch;Checkout;;supabase/functions/iplaunch-create-checkout;;;complete;[];;2;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
fe6749cd-7c52-4f69-929b-871359b85a04;franchises;Franchise Catalog;/franchises;src/pages/Franchises.tsx;;;complete;[];;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
1f56c6b2-3ac8-4848-a29d-f93e6b531ae5;franchises;Franchise Detail;;src/components/FranchiseDetailsModal.tsx;;;complete;[];;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
74ddba78-955e-4e5a-9932-6b3faead30f4;franchises;Application Form;;src/components/FranchiseApplicationModal.tsx;;;complete;[];;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
6cdec191-461c-4060-b4cf-f4cdd020e4a9;franchises;Data Generator;;src/components/FranchiseDataGenerator.tsx;;;complete;[];AI-powered seeding;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
408ec9d2-0bf1-4532-ac4e-19abe5ae8b44;franchises;Reviews System;;src/components/FranchiseReviews.tsx;;;complete;[];;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
34a7ea9a-94d2-4bb3-a79a-1ea71601e386;erp;ERP Dashboard;/erp-dashboard;src/pages/ERPDashboard.tsx;;;mock_only;"[""Console.log handlers"",""Static network data""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
bd2df59b-9c03-4aaa-854f-21b264f62e4e;erp;ERP Generator;/erp-generator;src/pages/ERPGenerator.tsx;;;partial;"[""Generates but doesn't persist""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
28beca77-4ecc-4196-bcc5-21640f4ba9a1;erp;Document Router;;src/components/erp/SmartDocumentRouter.tsx;;;partial;"[""Classification works, routing partial""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
234a6a67-9c97-4035-a260-c6d55191055b;erp;Evolution Log;;src/components/erp/ERPEvolutionLog.tsx;;;partial;"[""Shows history but no real evolution""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
f3013d7e-39a8-47a3-ad13-6050c82575f0;xbuilderx;Dashboard;/xbuilderx-dashboard;src/pages/XBuilderxDashboard.tsx;;;mock_only;"[""Hardcoded regional data""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
12ffe8d6-4451-4f34-b7c2-6afa714aefae;xbuilderx;Estimating;/xbuilderx-estimating;src/pages/XBuilderxEstimating.tsx;;;partial;"[""Form works, AI estimate calls API""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
00282668-5b26-4412-ab48-847756593d6e;xbuilderx;Plan Upload;;src/components/xbuilderx/PlanUploadSection.tsx;;;partial;"[""Upload works, extraction limited""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
dea73328-f054-485c-9246-b34d1d6c76fa;xbuilderx;New Bid Wizard;;src/components/xbuilderx/NewBidWizard.tsx;;;partial;"[""Steps work but not saved""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
cdc93c67-4f46-4c96-91f0-4d76837cbfef;xbuilderx;Pipeline;/xbuilderx-pipeline;src/pages/XBuilderxPipeline.tsx;;;partial;"[""CRUD works""]";;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
39b3a74d-e505-481a-a4ad-0d6f4a288256;xodiak;Asset Dashboard;/xodiak-dashboard;src/pages/XodiakDashboard.tsx;;;partial;"[""Shows data from DB""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
31e79581-e3af-4ded-a28a-47f4bc2cda13;xodiak;Asset Registration;;src/components/xodiak/AssetRegistrationForm.tsx;;;complete;[];;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
6f1f18ac-7547-49dd-98f0-524dc32c820f;xodiak;Asset Detail;;src/components/xodiak/AssetDetailPanel.tsx;;;complete;[];;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
65d1c9bf-c8c5-440c-83a5-63822cc6936e;xodiak;Compliance Tracking;/xodiak-compliance;src/pages/XodiakCompliance.tsx;;;partial;"[""List works, alerts mock""]";;5;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
18a32fd2-b41e-4445-90d8-e9f0f9869485;marketplace;Listings;/marketplace/listings;src/pages/MarketplaceListings.tsx;;;complete;[];;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
d200a3c9-1f64-4358-a068-8e6e26514d53;marketplace;Create Listing;/marketplace/create-listing;src/pages/MarketplaceCreateListing.tsx;;;complete;[];;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
3b4f0e8e-a6ff-40a1-8bac-d6568fd29d98;marketplace;Marketers;/marketplace/marketers;src/pages/MarketplaceMarketers.tsx;;;complete;[];;3;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
50a59bc4-805b-4138-96f7-629eee34935a;marketplace;Connection Requests;;src/pages/MarketplaceConnectionDetail.tsx;;;partial;"[""Request works, no notification""]";;4;;;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00;2025-12-28 17:24:34.335075+00
